srl_number,Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,dwh_date
2032,Ice Cream & Desserts,Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade,280,50,5,140,175,FALSE,175,15:33.1
2033,Ice Cream & Desserts,Tong Garden Wasabi Green Peas,175,4,6,167,150,FALSE,150,15:33.1
2034,Ice Cream & Desserts,Ching's Secret Red Chilli Sauce,105,0,4,105,440,FALSE,440,15:33.1
2035,Ice Cream & Desserts,Ching's Instant Hot and Sour Soup,55,0,5,55,55,FALSE,55,15:33.1
2036,Ice Cream & Desserts,Ching's Secret Noodles - Pad Thai Original,200,0,6,200,130,FALSE,130,15:33.1
2037,Ice Cream & Desserts,Aashirvaad Instant Meals - Khatta Meetha Pohaa With Millets,55,30,5,38,80,FALSE,80,15:33.1
2038,Ice Cream & Desserts,Del Monte Black Sliced Olives,250,0,1,250,450,FALSE,450,15:33.1
2039,Ice Cream & Desserts,Kitchens Of India Murgh Methi,220,30,5,154,285,FALSE,285,15:33.1
2040,Ice Cream & Desserts,Nestle Cerelac 5 Grains & Fruits Cereal,288,0,6,288,300,FALSE,300,15:33.1
2041,Ice Cream & Desserts,The Whole Truth - 5 Grain Muesli No Added Sugar,325,20,6,260,350,FALSE,350,15:33.1
2042,Ice Cream & Desserts,Ching's Secret  Pad Thai Noodles Green Curry,200,0,6,200,130,FALSE,130,15:33.1
2043,Ice Cream & Desserts,Aashirvaad Suji Halwa With Jaggery,75,0,6,75,70,FALSE,70,15:33.1
2044,Ice Cream & Desserts,Mother's Recipe Mango Pickle ,120,0,1,120,400,FALSE,400,15:33.1
2045,Ice Cream & Desserts,Ching's Secret Pad Thai Noodles - Extra Hot Thai Chilli,200,0,6,200,130,FALSE,130,15:33.1
2046,Ice Cream & Desserts,Kellogg's Special K Original Corn Flakes,399,11,6,355,900,FALSE,900,15:33.1
2047,Ice Cream & Desserts,Knorr Sweet Corn Chicken Soup,55,0,2,55,42,FALSE,42,15:33.1
2048,Ice Cream & Desserts,Ching's Secret Tomato Soup,55,0,6,55,55,FALSE,55,15:33.1
2049,Ice Cream & Desserts,Funfoods Peanut Butter Creamy,169,0,1,169,400,FALSE,400,15:33.1
2050,Ice Cream & Desserts,Japanese Choice Udon Noodles,295,9,6,266,250,FALSE,250,15:33.1
2051,Ice Cream & Desserts,Kelloggs Muesli - With 22% Fruit Magic,320,10,5,288,500,FALSE,500,15:33.1
2052,Ice Cream & Desserts,Dabur Hommade - Kalonji Tamatar Ki Chutney,65,6,6,61,200,FALSE,200,15:33.1
2053,Ice Cream & Desserts,Kitchens Of India Dal Makhani,110,30,1,77,285,FALSE,285,15:33.1
2054,Ice Cream & Desserts,Aashirvaad Suji Halwa With Jaggery,55,30,6,38,80,FALSE,80,15:33.1
2055,Ice Cream & Desserts,Del Monte Green Chili Sauce,55,0,3,55,190,FALSE,190,15:33.1
2056,Ice Cream & Desserts,Pedigree Dog Food Adult Chicken & Veg,660,10,1,594,3000,FALSE,3,15:33.1
2057,Ice Cream & Desserts,Kellogg's Original Corn Flakes,185,5,6,175,475,FALSE,475,15:33.1
2058,Ice Cream & Desserts,Pedigree Puppy Dry Dog Food Food Chicken & Milk,690,6,2,648,3000,FALSE,3,15:33.1
2059,Ice Cream & Desserts,Kitchens Of India Rajma Masala,110,30,5,77,285,FALSE,285,15:33.1
2060,Ice Cream & Desserts,Kitchen Of India Ready-To-Eat Pindi Channa,110,30,2,77,285,FALSE,285,15:33.1
2061,Ice Cream & Desserts,Figaro Pitted Black Olive ,179,0,6,179,450,FALSE,450,15:33.1
2062,Ice Cream & Desserts,Cantina Tabasco Red Sauce,140,15,6,119,60,FALSE,60,15:33.1
2063,Ice Cream & Desserts,Mother's Recipe Pickle - Mixed,149,26,6,109,500,FALSE,500,15:33.1
2064,Ice Cream & Desserts,Nestle Cerelac Baby Cereal with Milk 5 Grains & Vegetables from 18 to 24 Month,279,0,5,279,300,FALSE,300,15:33.1
2065,Ice Cream & Desserts,Mother's Recipe Tamarind Paste,50,2,2,49,200,FALSE,200,15:33.1
2066,Ice Cream & Desserts,Pedigree Meat Jerky Adult Dog Treat Barbecued Chicken,140,20,6,112,80,FALSE,80,15:33.1
2067,Ice Cream & Desserts,Veeba Peri Peri Sauce,161,0,6,161,300,FALSE,300,15:33.1
2068,Ice Cream & Desserts,Pantai Sriracha Yellow Chilli Sauce,225,15,6,191,200,FALSE,200,15:33.1
2069,Ice Cream & Desserts,Praakritik Organic Jumbo Rolled Oats,190,11,6,169,500,FALSE,500,15:33.1
2070,Ice Cream & Desserts,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodles,123,0,6,123,600,FALSE,600,15:33.1
2071,Ice Cream & Desserts,Pantai Spring Roll Sauce,275,10,6,245,200,FALSE,200,15:33.1
2072,Ice Cream & Desserts,MTR Vermicelli Payasam,75,0,6,75,180,FALSE,180,15:33.1
2073,Ice Cream & Desserts,Bagrrys Corn Flakes,350,0,6,350,880,FALSE,800,15:33.1
2074,Ice Cream & Desserts,MTR Ready To Eat Palak Paneer ,135,11,6,120,300,FALSE,300,15:33.1
2075,Ice Cream & Desserts,Del Monte Red Chili Sauce,55,0,5,55,190,FALSE,190,15:33.1
2076,Ice Cream & Desserts,Kitchens of India Mutter Paneer Mix,120,30,4,84,285,FALSE,285,15:33.1
2077,Ice Cream & Desserts,Pantai Green Curry Paste,60,6,6,56,50,FALSE,50,15:33.1
2078,Ice Cream & Desserts,The Laughing Cow Cheese Spread Plain,110,0,6,110,180,FALSE,180,15:33.1
2079,Ice Cream & Desserts,MTR Dal Fry,110,0,5,110,300,FALSE,300,15:33.1
2080,Ice Cream & Desserts,Pantai Fish Sauce,275,14,6,234,200,FALSE,200,15:33.1
2081,Ice Cream & Desserts,Cantina Beans Mexican Beans,250,14,6,213,410,FALSE,410,15:33.1
2082,Ice Cream & Desserts,Ching's Secret Manchurian Instant Noodle,114,0,6,114,480,FALSE,480,15:33.1
2083,Ice Cream & Desserts,Remia Salad Italian Dressing ,230,0,6,230,250,FALSE,250,15:33.1
2084,Ice Cream & Desserts,Yummiez Veg Cheese Fingers Pouch,230,0,4,230,400,FALSE,400,15:33.1
2085,Ice Cream & Desserts,MTR Dal Makhani,110,0,4,110,300,FALSE,300,15:33.1
2086,Ice Cream & Desserts,MTR Ready to Eat Pav Bhaji,110,0,6,110,300,FALSE,300,15:33.1
2087,Ice Cream & Desserts,Weikfield Tomato Salsa Instant Pasta,25,0,1,25,77,FALSE,77,15:33.1
2088,Ice Cream & Desserts,NestlT CERELAC Baby Cereal with Milk,272,0,1,272,300,FALSE,300,15:33.1
2089,Ice Cream & Desserts,Remia Salad Caesar Dressing,250,0,6,250,250,FALSE,250,15:33.1
2090,Ice Cream & Desserts,Bagrrys Fruit N Fibre Muesli Mixed Fruit,330,0,6,330,500,FALSE,500,15:33.1
2091,Ice Cream & Desserts,MTR Paneer Butter Masala & Veg Pulao,175,9,4,158,375,FALSE,375,15:33.1
2092,Ice Cream & Desserts,Sundrop Cocoa Nut Hazelnut Chocolatey Spread,120,0,6,120,160,FALSE,160,15:33.1
2093,Ice Cream & Desserts,Moi Soi Manchurian Sauce - For Stir Fry Marinade Spread & Dip,280,50,6,140,175,FALSE,175,15:33.1
2094,Ice Cream & Desserts,Pedigree Dog Food Adult Meat & Rice,660,7,2,608,3000,FALSE,3,15:33.1
2095,Ice Cream & Desserts,Pantai Sriracha Green Chilli Sauce,225,15,6,191,200,FALSE,200,15:33.1
2096,Ice Cream & Desserts,Pantai Chilli Garlic Sauce,275,14,6,234,200,FALSE,200,15:33.1
2097,Ice Cream & Desserts,Pantai Dark Soy Sauce,275,14,6,234,200,FALSE,200,15:33.1
2098,Ice Cream & Desserts,Yoga Bar Peanut Butter Dark Chocolate Jar,249,0,4,249,400,FALSE,400,15:33.1
2099,Ice Cream & Desserts,Cantina Tabasco Green Sauce,140,15,6,119,60,FALSE,60,15:33.1
2100,Ice Cream & Desserts,Pantai Pad Thai Sauce (Non-Veg),325,9,5,293,200,FALSE,200,15:33.1
2101,Ice Cream & Desserts,Pantai Sweet Chilli Sauce,275,14,6,234,200,FALSE,200,15:33.1
2102,Ice Cream & Desserts,Ching's Secret Schezwan Instant Noodle,114,0,6,114,480,FALSE,480,15:33.1
2103,Ice Cream & Desserts,Yummiez Chicken Garlic Fingers Pouch,250,0,5,250,400,FALSE,400,15:33.1
2104,Ice Cream & Desserts,Pediasure Premium Chocolate Powdered Health Drink,610,0,2,610,400,FALSE,400,15:33.1
2105,Ice Cream & Desserts,Chings Secret Hot Garlic Instant Noodles,91,0,6,91,60,FALSE,60,15:33.1
2106,Ice Cream & Desserts,Godrej Yummiez Cheese Corn Nuggets ,230,0,4,230,400,FALSE,400,15:33.1
2107,Ice Cream & Desserts,Pantai Hot Chilli Sauce,275,14,6,234,200,FALSE,200,15:33.1
2108,Ice Cream & Desserts,Knorr International Mexican Tomato Corn Soup ,65,6,3,61,52,FALSE,52,15:33.1
2109,Ice Cream & Desserts,Bagrry's Fruit Fibre Muesli Mixed Fruit ,595,0,5,595,1000,FALSE,1,15:33.1
2110,Ice Cream & Desserts,MTR Roasted Vermicelli ,105,0,4,105,850,FALSE,850,15:33.1
2111,Ice Cream & Desserts,Maggi 2-Minute Instant Noodles - Masala,44,0,0,44,280,TRUE,280,15:33.1
2113,Ice Cream & Desserts,Kellogg's Chocos Combo Pack,60,6,0,56,156,TRUE,156,15:33.1
2114,Ice Cream & Desserts,Kissan Mixed Fruit Jam ,155,0,0,155,500,TRUE,500,15:33.1
2115,Ice Cream & Desserts,Lijjat Urad Papad,60,5,0,57,200,TRUE,200,15:33.1
2116,Ice Cream & Desserts,Amul Cheese Spread Yummy Plain,85,0,0,85,200,TRUE,200,15:33.1
2117,Ice Cream & Desserts,Mother's Recipe Ginger And Garlic Paste,50,24,0,38,200,TRUE,200,15:33.1
2118,Ice Cream & Desserts,Maggi Magic Cubes Chicken,40,2,0,39,40,TRUE,40,15:33.1
2119,Ice Cream & Desserts,Pedigree Puppy Chicken Chunks in Gravy ,35,2,0,34,70,TRUE,70,15:33.1
2120,Ice Cream & Desserts,The Whole Truth Peanut Butter - Unsweetened & Crunchy,185,20,0,148,325,TRUE,325,15:33.1
2121,Ice Cream & Desserts,Ching's Chow Mein Hakka Noodles Masala,10,0,0,10,20,TRUE,20,15:33.1
2122,Ice Cream & Desserts,Safal Frozen Mixed Vegetables,60,5,0,57,500,TRUE,500,15:33.1
2123,Ice Cream & Desserts,Safal Frozen Corn,41,4,0,39,200,TRUE,200,15:33.1
2124,Ice Cream & Desserts,Amul Cheese Spread Spicy Garlic,85,3,0,82,200,TRUE,200,15:33.1
2125,Ice Cream & Desserts,Ching's Secret Veg Hakka Noodles,107,0,0,107,600,TRUE,600,15:33.1
2126,Ice Cream & Desserts,Saffola Oats 100 % Natural,15,0,0,15,38,TRUE,38,15:33.1
2127,Ice Cream & Desserts,Lijjat Moong Papad,60,5,0,57,200,TRUE,200,15:33.1
2128,Ice Cream & Desserts,Mothers Recipe Papad - Sabudana With Rock Salt,31,9,0,28,70,TRUE,70,15:33.1
2129,Ice Cream & Desserts,Maggi Chilly Chow Cuppa Noodles,50,0,0,50,70,TRUE,70,15:33.1
2130,Ice Cream & Desserts,Veeba Favourites Eggless Burger Mayonnaise,69,8,0,63,250,TRUE,250,15:33.1
2131,Ice Cream & Desserts,Sunfeast Yippee! Magic Masala Noodles,48,6,0,45,240,TRUE,240,15:33.1
2132,Ice Cream & Desserts,Top Ramen Masala,91,9,0,82,560,TRUE,560,15:33.1
2133,Ice Cream & Desserts,Kelloggs Corn Flakes With Real Strawberry Pure,265,10,0,236,575,TRUE,575,15:33.1
2134,Ice Cream & Desserts,Mother's Recipe Potato Papad,31,9,0,28,70,TRUE,75,15:33.1
2135,Ice Cream & Desserts,Mothers Recipe Rice Papad Ajwain,24,0,0,24,75,TRUE,75,15:33.1
2136,Ice Cream & Desserts,Chef's Basket Durum Wheat Penne Pasta,160,50,0,80,500,TRUE,500,15:33.1
2137,Ice Cream & Desserts,Dabur Hommade - Imli Sauce Saunth,20,10,0,18,100,TRUE,100,15:33.1
2138,Ice Cream & Desserts,Zorabian Chicken Kheema Parathas,190,0,0,190,300,TRUE,300,15:33.1
2139,Ice Cream & Desserts,Sunfeast Pasta Treat Pack of Tomato Cheese,28,17,0,23,65,TRUE,65,15:33.1
2140,Ice Cream & Desserts,Safal Frozen - Sweet Corn,160,5,0,152,1000,TRUE,1,15:33.1
2141,Ice Cream & Desserts,MTR Vegetable Upma,25,0,0,25,60,TRUE,60,15:33.1
2142,Ice Cream & Desserts,Del Monte Original Blend Tomato Ketchup Pouch,120,7,0,111,950,TRUE,950,15:33.1
2143,Ice Cream & Desserts,Del Monte Natural Vinegar ,55,3,0,53,180,TRUE,180,15:33.1
2144,Ice Cream & Desserts,Del Monte Eggless Mayo,135,6,0,126,500,TRUE,500,15:33.1
2145,Ice Cream & Desserts,ITC Master Chef Cheesy Corn Triangles,160,5,0,152,320,TRUE,320,15:33.1
2146,Ice Cream & Desserts,Mother's Recipe Mixed Pickle ,115,4,0,110,400,TRUE,400,15:33.1
2147,Ice Cream & Desserts,Godrej Yummiez Chicken Breakfast Salami,150,4,0,143,250,TRUE,250,15:33.1
2148,Ice Cream & Desserts,Hershey's Cocoa + Almond Spread,295,9,0,266,350,TRUE,350,15:33.1
2149,Ice Cream & Desserts,Maggi Special Masala Spicy Yummy Noodles,72,0,0,72,280,TRUE,280,15:33.1
2150,Ice Cream & Desserts,Del Monte Schezwan Sauce,55,0,0,55,190,TRUE,190,15:33.1
2151,Ice Cream & Desserts,Yummiez Green Peas,135,0,0,135,500,TRUE,500,15:33.1
2152,Ice Cream & Desserts,Yummiez Green Peas,250,0,0,250,1000,TRUE,1,15:33.1
2153,Ice Cream & Desserts,Yummiez American Sweet Corn,85,0,0,85,400,TRUE,400,15:33.1
2154,Ice Cream & Desserts,Dr Oetker Cucumber & Carrot Sandwich Spread Veg,79,0,0,79,250,TRUE,250,15:33.1
2155,Ice Cream & Desserts,Del Monte Pitted Green Olives,250,0,0,250,450,TRUE,450,15:33.1
2156,Chocolates & Candies,Maggi 2 Minute Masala Noodles,12,0,6,12,70,FALSE,70,15:33.1
2157,Chocolates & Candies,iD Idli & Dosa Batter ,80,15,6,68,1000,FALSE,1,15:33.1
2158,Chocolates & Candies,iD Malabar Parota ,80,10,4,72,400,FALSE,400,15:33.1
2159,Chocolates & Candies,iD Wheat Lachha Paratha,80,12,6,70,400,FALSE,400,15:33.1
2160,Chocolates & Candies,McCain Aloo Tikki,110,4,6,105,400,FALSE,400,15:33.1
2161,Chocolates & Candies,McCain Smiles Cripsy Happy Potatoes,120,5,6,114,415,FALSE,415,15:33.1
2162,Chocolates & Candies,McCain Veggie Burger Patty,115,3,6,111,360,FALSE,360,15:33.1
2163,Chocolates & Candies,McCain Veggie Fingers,117,5,6,111,400,FALSE,400,15:33.1
2164,Chocolates & Candies,Amul Delicious Fat Spread - Cholesterol Free,18,5,6,17,100,FALSE,100,15:33.1
2165,Chocolates & Candies,Whiskas Wetá Meal (Adult - Cat Food)á Chicken in Gravy,35,2,2,34,85,FALSE,85,15:33.1
2166,Chocolates & Candies,McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets,125,5,1,118,420,FALSE,420,15:33.1
2167,Chocolates & Candies,Ching's Secret Instant Hot Garlic Noodles,15,0,3,15,60,FALSE,60,15:33.1
2168,Chocolates & Candies,Veeba Eggless Mayonnaise,79,11,5,70,250,FALSE,250,15:33.1
2169,Chocolates & Candies,Ching's Secret Instant Schezwan Noodles,15,0,6,15,60,FALSE,60,15:33.1
2170,Chocolates & Candies,Veeba Pasta And Pizza Sauce,75,13,5,65,280,FALSE,280,15:33.1
2171,Chocolates & Candies,Top Ramen  Noodles Curry Veg Pouch,20,0,1,20,70,FALSE,70,15:33.1
2172,Chocolates & Candies,Saffola Veggie Twist Masala Oats,15,0,6,15,38,FALSE,38,15:33.1
2173,Chocolates & Candies,Unibic Almond & Oats Protein Bar,40,17,4,33,30,FALSE,30,15:33.1
2174,Chocolates & Candies,Quaker Oats,79,0,2,79,400,FALSE,400,15:33.1
2175,Chocolates & Candies,Amul Delicious Fat Spread - Cholesterol Free,88,2,2,86,500,FALSE,500,15:33.1
2176,Chocolates & Candies,McCain French Fries,120,5,1,114,420,FALSE,420,15:33.1
2177,Chocolates & Candies,Ching's Secret Manchow Instant Soup,10,0,1,10,15,FALSE,15,15:33.1
2178,Chocolates & Candies,McCain Potato Cheese Shotz,130,4,6,124,250,FALSE,250,15:33.1
2179,Chocolates & Candies,McCain Masala - Fries,120,5,3,114,375,FALSE,375,15:33.1
2180,Chocolates & Candies,Ching's Secret Schezwan Fried Rice Masala,15,0,6,15,20,FALSE,20,15:33.1
2181,Chocolates & Candies,McCain New Mini Samosa with Cheese Pizza Style Filling,120,1,3,118,240,FALSE,240,15:33.1
2182,Chocolates & Candies,McCain Chilli Cheesy Nuggets,130,4,1,124,250,FALSE,250,15:33.1
2184,Chocolates & Candies,Chings Instant Soup - Hot & Sour,10,0,1,10,15,FALSE,15,15:33.1
2185,Chocolates & Candies,Amul Spray Infant Milk Food,197,2,6,193,500,FALSE,500,15:33.1
2186,Chocolates & Candies,McCain Smiles - Pudina Chatka,120,5,3,114,375,FALSE,375,15:33.1
2187,Chocolates & Candies,McCain French Fries Crisp & Delicious,175,4,3,167,750,FALSE,750,15:33.1
2188,Chocolates & Candies,Ferrero Nutella Hazelnut Spread,220,5,2,207,180,FALSE,180,15:33.1
2189,Chocolates & Candies,Lijjat Garlic Papad,60,5,5,57,200,FALSE,200,15:33.1
2190,Chocolates & Candies,Switz Samosa Dough Sheets,90,4,6,86,50,FALSE,50,15:33.1
2191,Chocolates & Candies,Amul Cheese Spread Creamy,85,5,6,80,180,FALSE,180,15:33.1
2192,Chocolates & Candies,Maggi Imli Sauce Pichkoo,22,0,6,22,90,FALSE,90,15:33.1
2193,Chocolates & Candies,Whiskas Kitten (2-12 months) Dry Cat Food Food Ocean Fish,385,9,5,347,1100,FALSE,1100,15:33.1
2194,Chocolates & Candies,Chings Instant Soup - Sweet Corn Veg,10,0,2,10,15,FALSE,15,15:33.1
2195,Chocolates & Candies,Whiskas Wetá Meal (Kitten - Cat Food)á Chicken in Gravy,35,5,2,33,85,FALSE,85,15:33.1
2196,Chocolates & Candies,McCain Crazy Fries Masala MixHot 'n' Tangy,120,5,6,114,400,FALSE,400,15:33.1
2197,Chocolates & Candies,The Whole Truth Double Cocoa Protein Bar No Sugar,100,10,6,90,52,FALSE,52,15:33.1
2198,Chocolates & Candies,Amul Happy Treats French Fries,68,4,1,65,425,FALSE,425,15:33.1
2199,Chocolates & Candies,Ferrero Nutella Hazeulnut Spread,380,6,5,357,350,FALSE,350,15:33.1
2200,Chocolates & Candies,Veeba Chipolte Southwest Dressing,161,7,4,149,300,FALSE,300,15:33.1
2201,Chocolates & Candies,Ching's Secret Manchow Noodles Instant Soup,15,0,6,15,20,FALSE,20,15:33.1
2202,Chocolates & Candies,Yoga Bar Breakfast Protein Bar - Blueberry Pie,50,12,1,44,50,FALSE,50,15:33.1
2203,Chocolates & Candies,Quaker Oats,199,7,6,184,1000,FALSE,1,15:33.1
2204,Chocolates & Candies,The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar,55,25,6,41,27,FALSE,27,15:33.1
2205,Chocolates & Candies,Switz Spring Roll Dough Sheets,90,4,6,86,1160,FALSE,20,15:33.1
2206,Chocolates & Candies,Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,40,17,6,33,30,FALSE,30,15:33.1
2207,Chocolates & Candies,Ching's Secret Tomato Instant Soup,10,0,1,10,16,FALSE,15,15:33.1
2208,Chocolates & Candies,Chef's Basket Durum Wheat Elbow Pasta,160,50,6,80,500,FALSE,500,15:33.1
2209,Chocolates & Candies,Sunfeast Yippee! Mood Masala Noodles,60,28,3,43,260,FALSE,260,15:33.1
2210,Chocolates & Candies,MTR Breakfast Khatta Meetha Poha Mix,25,20,6,20,60,FALSE,60,15:33.1
2211,Chocolates & Candies,Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli,445,9,6,401,750,FALSE,750,15:33.1
2212,Chocolates & Candies,Ching's Secret Chilli Vinegar,50,0,4,50,170,FALSE,170,15:33.1
2213,Chocolates & Candies,Ching's Red Chilli Sauce,55,0,6,55,200,FALSE,200,15:33.1
2214,Chocolates & Candies,Amul Lite Spread,40,2,5,39,100,FALSE,100,15:33.1
2215,Chocolates & Candies,Borges Durum Wheat Fusilli Pasta ,250,0,3,250,500,FALSE,500,15:33.1
2216,Chocolates & Candies,The Whole Truth Cranberry Mini Protein Bar No Sugar,55,20,6,44,27,FALSE,27,15:33.1
2217,Chocolates & Candies,The Whole Truth Mini Protein Bar - Coffee Cocoa No Added Sugar,55,20,6,44,27,FALSE,27,15:33.1
2218,Chocolates & Candies,Maggi Hot & Sweet Tomato Chilli Sauce,115,0,1,115,500,FALSE,500,15:33.1
2219,Chocolates & Candies,Sunfeast YiPPee! Noodles - Magic Masala,96,5,4,91,540,FALSE,540,15:33.1
2220,Chocolates & Candies,Chef's Basket Durum Wheat Fusilli Pasta,160,50,6,80,500,FALSE,500,15:33.1
2221,Chocolates & Candies,Top Ramen Chicken Noodles,60,10,1,54,280,FALSE,280,15:33.1
2222,Chocolates & Candies,Veeba Cheese and Chilli Sandwich Spread,89,11,6,79,275,FALSE,275,15:33.1
2223,Chocolates & Candies,ChingÆs Secret Chowmein Hakka Noodles Masala ,44,0,2,44,60,FALSE,60,15:33.1
2224,Chocolates & Candies,Safal Frozen - Mixed Vegetables,110,4,2,105,1000,FALSE,1,15:33.1
2225,Chocolates & Candies,MTR 3 Min Poha,25,0,6,25,60,FALSE,60,15:33.1
2226,Chocolates & Candies,Ching's Manchurian Instant Noodles,15,0,5,15,60,FALSE,60,15:33.1
2227,Chocolates & Candies,The Whole Truth Peanut Cocoa Mini Protein Bar No Sugar ,55,25,6,41,27,FALSE,27,15:33.1
2228,Chocolates & Candies,Gits Pav Bhaji Ready to Eat,110,22,6,85,300,FALSE,300,15:33.1
2229,Chocolates & Candies,McCain New Mini Samosa with Cheese Corn Style Filling,120,1,2,118,240,FALSE,240,15:33.1
2230,Chocolates & Candies,Lijjat Udad Mini Papad,60,6,6,56,200,FALSE,200,15:33.1
2231,Chocolates & Candies,McCain Herb & Garlic Crazy Fries Masala Mix ,120,5,5,114,400,FALSE,400,15:33.1
2232,Chocolates & Candies,Yoga Bar Multigrain Energy Bar Nuts And Seeds,40,12,4,35,38,FALSE,38,15:33.1
2234,Chocolates & Candies,Veeba Pizza Topping,75,6,4,70,280,FALSE,280,15:33.1
2235,Chocolates & Candies,Switz Paratha Puff,110,4,6,105,400,FALSE,400,15:33.1
2237,Chocolates & Candies,The Whole Truth Double Cocoa Mini Protein Bar No Sugar,55,20,5,44,27,FALSE,27,15:33.1
2238,Chocolates & Candies,Sunfeast Yippee Tricolor Pasta Seasoning,28,17,1,23,65,FALSE,65,15:33.1
2239,Chocolates & Candies,Wingreens Cheesy Chipotle Sauce,99,49,1,50,130,FALSE,130,15:33.1
2240,Chocolates & Candies,Maggi Rich Tomato Ketchup,105,4,2,100,500,FALSE,500,15:33.1
2241,Chocolates & Candies,The Whole Truth Dark Chocolate Peanut Butter - Creamy,235,25,6,174,325,FALSE,325,15:33.1
2242,Chocolates & Candies,Godrej Yummiez Chicken Nuggets,325,9,1,293,500,FALSE,500,15:33.1
2243,Chocolates & Candies,Go Cheese  Spread Plain,99,5,6,94,200,FALSE,200,15:33.1
2244,Chocolates & Candies,Kellogg's Real Almond & Honey Corn Flakes,175,9,6,158,300,FALSE,300,15:33.1
2245,Chocolates & Candies,The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar,60,20,6,48,40,FALSE,40,15:33.1
2246,Chocolates & Candies,Prasuma Vegetable Momos,270,0,5,270,24,FALSE,24,15:33.1
2247,Chocolates & Candies,MTR Upma,50,10,6,45,160,FALSE,160,15:33.1
2248,Chocolates & Candies,Ching's Schezwan Masala Instant Noodles,60,0,1,60,240,FALSE,240,15:33.1
2249,Chocolates & Candies,The Whole Truth Cranberry Protein Bar No Sugar,100,26,6,74,52,FALSE,52,15:33.1
2250,Chocolates & Candies,Saffola Yummy Masala Noodles ,20,0,2,20,46,FALSE,46,15:33.1
2251,Chocolates & Candies,Veeba English Mustard,74,6,2,69,300,FALSE,300,15:33.1
2252,Chocolates & Candies,Dabur Hommade Tamarind Paste,48,6,6,45,200,FALSE,200,15:33.1
2253,Chocolates & Candies,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),325,4,6,309,400,FALSE,400,15:33.1
2254,Chocolates & Candies,The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar,55,25,6,41,27,FALSE,27,15:33.1
2255,Chocolates & Candies,ITC Master Chef Crispy Chicken Fries ,170,4,3,162,280,FALSE,280,15:33.1
2256,Chocolates & Candies,Kelloggs Corn Flakes,99,13,6,86,250,FALSE,250,15:33.1
2257,Chocolates & Candies,Nissin Cup Noodles Tangy Tomato,50,10,2,45,70,FALSE,70,15:33.1
2258,Chocolates & Candies,Smith & Jones White Pasta Sauce Mix,40,0,3,40,46,FALSE,46,15:33.1
2259,Chocolates & Candies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,28,10,1,25,65,FALSE,65,15:33.1
2260,Chocolates & Candies,Mothers Recipe Tamrind Date Chutney ,55,9,2,50,200,FALSE,200,15:33.1
2261,Chocolates & Candies,Veeba Mint Mayonnaise,169,8,4,155,300,FALSE,300,15:33.1
2262,Chocolates & Candies,Mccain Emotibites - Crispy Happy Potato Snack,130,0,6,129,415,FALSE,415,15:33.1
2263,Chocolates & Candies,The Whole Truth Energy Bar Choco Cranberry Fudge,60,26,6,44,40,FALSE,40,15:33.1
2264,Chocolates & Candies,Godrej Yummiez Chicken Lucknowi Seekh Kebab,260,10,4,234,400,FALSE,400,15:33.1
2265,Chocolates & Candies,Prasuma Vegetable Momos,150,0,5,150,580,FALSE,10,15:33.1
2266,Chocolates & Candies,Mother's Recipe Mixed Pickle,85,9,2,77,300,FALSE,300,15:33.1
2267,Chocolates & Candies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,28,17,3,23,65,FALSE,65,15:33.1
2268,Chocolates & Candies,The Whole Truth Peanut Cocoa Protein Bar No Sugar,100,26,6,74,52,FALSE,52,15:33.1
2269,Chocolates & Candies,Yoga Bar Breakfast Muesli - Chocolate & Cranberry ,325,4,6,309,400,FALSE,400,15:33.1
2270,Chocolates & Candies,Sunfeast YiPPee! Magic Masala Noodles,70,10,3,63,405,FALSE,405,15:33.1
2271,Chocolates & Candies,Veeba Sweet Onion Sauce,141,14,4,121,350,FALSE,350,15:33.1
2272,Chocolates & Candies,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,49,8,6,45,200,FALSE,200,15:33.1
2273,Chocolates & Candies,Mother's Recipe Tamarind Paste,50,2,6,49,200,FALSE,200,15:33.1
2274,Chocolates & Candies,Yogabar No Added Sugar Protein Bar Brownie,125,15,4,106,60,FALSE,60,15:33.1
2275,Chocolates & Candies,Bambino Popular Vermicelli ,40,2,3,39,400,FALSE,400,15:33.1
2276,Chocolates & Candies,Ching's Secret Mix Veg Instant Soup,10,0,3,10,15,FALSE,15,15:33.1
2277,Chocolates & Candies,Mother's Recipe Pickle - Red Stuffed Chilli,145,11,3,129,400,FALSE,400,15:33.1
2278,Chocolates & Candies,Kellogg's No Added Sugar Muesli,335,11,6,298,500,FALSE,500,15:33.1
