srl_number,Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,dwh_date
1322,Beverages,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,215,9,6,194,325,FALSE,325,15:33.1
1323,Beverages,Suguna Fit Egg,120,43,4,68,348,FALSE,6,15:33.1
1324,Beverages,Pantai Coconut Cream,150,4,4,143,400,FALSE,400,15:33.1
1325,Beverages,RRO Fresh Ricotta,275,50,6,137,200,FALSE,200,15:33.1
1326,Beverages,Dlecta Cheese Cubes 2,145,5,6,137,200,FALSE,200,15:33.1
1327,Beverages,RRO Mozzarella Pizza Cheese,275,50,6,137,200,FALSE,200,15:33.1
1328,Beverages,The Laughing Cow Cheese Cubes,150,0,4,150,200,FALSE,200,15:33.1
1329,Beverages,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,229,10,6,206,400,FALSE,400,15:33.1
1330,Beverages,RRO Burrata Cheese,250,50,4,125,200,FALSE,200,15:33.1
1331,Beverages,The Whole Truth Dark Chocolate Peanut Butter - Crunchy,235,20,5,188,325,FALSE,325,15:33.1
1332,Beverages,Go Cheese Processed Squares,125,5,6,118,200,FALSE,200,15:33.1
1333,Beverages,Funfoods Peanut Butter Crunchy,169,7,1,156,400,FALSE,400,15:33.1
1334,Beverages,Amul Safed Makkhan,235,1,6,232,500,FALSE,500,15:33.1
1335,Beverages,Go Cheese Spread - Four Pepper (Soft & Creamy),99,5,6,94,200,FALSE,200,15:33.1
1336,Beverages,Dlicia Whip Topping Bottle,235,27,5,171,1000,FALSE,1,15:33.1
1337,Beverages,Amulya Dairy Whitener ,380,2,4,372,1000,FALSE,1,15:33.1
1338,Beverages,Laughing Cow Cheese 8 Portion 120Gm Imported,110,0,6,110,120,FALSE,120,15:33.1
1339,Beverages,The Whole Truth Peanut Butter - Sweetened & Crunchy,215,20,6,172,325,FALSE,325,15:33.1
1340,Beverages,Go Processed Cheese Block,125,4,6,119,200,FALSE,200,15:33.1
1341,Beverages,Go Cheese Processed Block,249,4,6,237,400,FALSE,400,15:33.1
1342,Beverages,RRO Goat Milk Fetta Cheee,345,31,6,237,100,FALSE,100,15:33.1
1343,Beverages,RRO Mascarpone Cheese,355,50,6,177,200,FALSE,200,15:33.1
1344,Beverages,D'lecta Cheddar Cheese,199,5,6,189,200,FALSE,200,15:33.1
1345,Beverages,Funfoods Peanut Butter Creamy,169,0,1,169,400,FALSE,400,15:33.1
1346,Beverages,Pantai Coconut Milk,150,0,4,150,400,FALSE,400,15:33.1
1347,Beverages,Dlecta Cheese Block,145,0,6,145,200,FALSE,200,15:33.1
1348,Beverages,President Butter - Salted,54,0,6,54,100,FALSE,100,15:33.1
1349,Beverages,The Laughing Cow Plain Processed Cheese Block,150,0,6,150,200,FALSE,200,15:33.1
1350,Beverages,Yoga Bar Peanut Butter Dark Chocolate Jar,249,0,4,249,400,FALSE,400,15:33.1
1351,Beverages,The Laughing Cow Cheese Spread Plain,110,0,6,110,180,FALSE,180,15:33.1
1352,Beverages,Amul Malai Paneer Fresh ,76,3,0,73,200,TRUE,200,15:33.1
1353,Beverages,Amul Taaza Toned Homogenised Milk,66,3,0,64,1000,TRUE,1,15:33.1
1354,Beverages,Amul Fresh Cream,63,0,0,63,250,TRUE,250,15:33.1
1355,Beverages,Amul Lactose Free Milk,25,4,0,24,250,TRUE,250,15:33.1
1356,Beverages,The Bake Shop Whole Wheat Bread,40,0,0,40,400,TRUE,400,15:33.1
1357,Beverages,Amul Slim Trim Skimmed Milk,75,0,0,75,1000,TRUE,1,15:33.1
1358,Beverages,Amul Cheese Slices,71,1,0,70,100,TRUE,100,15:33.1
1359,Beverages,Amul Pizza Cheese - Mozzarella,100,1,0,99,200,TRUE,200,15:33.1
1360,Beverages,The Bake Shop Pizza Base Whole Wheat,30,0,0,30,150,TRUE,150,15:33.1
1361,Beverages,Nestle A+ Slim Dahi - Low Fat,78,3,0,75,400,TRUE,400,15:33.1
1362,Beverages,Britannia Cheese Garlic Bread,35,0,0,35,300,TRUE,300,15:33.1
1363,Beverages,The Bake Shop Whole Wheat Ladi Pav,40,0,0,40,200,TRUE,200,15:33.1
1364,Beverages,Amul Cheese Spread Yummy Plain,85,0,0,85,200,TRUE,200,15:33.1
1365,Beverages,Britannia Atta Kulcha,30,0,0,30,250,TRUE,250,15:33.1
1366,Beverages,Suguna Nourish Egg,62,0,0,62,696,TRUE,12,15:33.1
1367,Beverages,The Bake Shop Multi Grain Bread,65,0,0,65,400,TRUE,400,15:33.1
1368,Beverages,Nestle A+ Slim Milk,89,0,0,89,1000,TRUE,1,15:33.1
1369,Beverages,Go Cheese Pizza Blend Mozzarella + Cheddar,125,5,0,118,200,TRUE,200,15:33.1
1370,Beverages,The Whole Truth Peanut Butter - Unsweetened & Crunchy,185,20,0,148,325,TRUE,325,15:33.1
1371,Beverages,Amul Cheese Spread Spicy Garlic,85,3,0,82,200,TRUE,200,15:33.1
1372,Beverages,The Bake Shop Burger Buns,20,0,0,20,100,TRUE,100,15:33.1
1373,Beverages,D'lecta Shredded Mozzarella Cheese,100,5,0,95,140,TRUE,140,15:33.1
1374,Beverages,Britannia Burger Bun with Sesame Seed,30,0,0,30,200,TRUE,200,15:33.1
1375,Beverages,Suguna Vitamin D Egg,75,17,0,62,348,TRUE,6,15:33.1
1376,Beverages,Pillsbury Pancake Mix - Funfetti,99,11,0,88,162,TRUE,162,15:33.1
1377,Beverages,Prabhat Malai Paneer Pouch,80,0,0,80,200,TRUE,200,15:33.1
1378,Beverages,Suguna Nourish Egg ,72,16,0,60,348,TRUE,6,15:33.1
1379,Beverages,RRO Mozzarella Block Cheese,295,50,0,147,200,TRUE,200,15:33.1
1380,Packaged Food,Maggi 2 Minute Masala Noodles,12,0,6,12,70,FALSE,70,15:33.1
1381,Packaged Food,iD Idli & Dosa Batter ,80,15,6,68,1000,FALSE,1,15:33.1
1382,Packaged Food,iD Malabar Parota ,80,10,4,72,400,FALSE,400,15:33.1
1383,Packaged Food,iD Wheat Lachha Paratha,80,12,6,70,400,FALSE,400,15:33.1
1384,Packaged Food,McCain Aloo Tikki,110,4,6,105,400,FALSE,400,15:33.1
1385,Packaged Food,McCain Smiles Cripsy Happy Potatoes,120,5,6,114,415,FALSE,415,15:33.1
1386,Packaged Food,McCain Veggie Burger Patty,115,3,6,111,360,FALSE,360,15:33.1
1387,Packaged Food,McCain Veggie Fingers,117,5,6,111,400,FALSE,400,15:33.1
1388,Packaged Food,Amul Delicious Fat Spread - Cholesterol Free,18,5,6,17,100,FALSE,100,15:33.1
1389,Packaged Food,Whiskas Wetá Meal (Adult - Cat Food)á Chicken in Gravy,35,2,2,34,85,FALSE,85,15:33.1
1390,Packaged Food,McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets,125,5,1,118,420,FALSE,420,15:33.1
1391,Packaged Food,Ching's Secret Instant Hot Garlic Noodles,15,0,3,15,60,FALSE,60,15:33.1
1392,Packaged Food,Veeba Eggless Mayonnaise,79,11,5,70,250,FALSE,250,15:33.1
1393,Packaged Food,Ching's Secret Instant Schezwan Noodles,15,0,6,15,60,FALSE,60,15:33.1
1394,Packaged Food,Veeba Pasta And Pizza Sauce,75,13,5,65,280,FALSE,280,15:33.1
1395,Packaged Food,Top Ramen  Noodles Curry Veg Pouch,20,0,1,20,70,FALSE,70,15:33.1
1396,Packaged Food,Saffola Veggie Twist Masala Oats,15,0,6,15,38,FALSE,38,15:33.1
1397,Packaged Food,Unibic Almond & Oats Protein Bar,40,17,4,33,30,FALSE,30,15:33.1
1398,Packaged Food,Quaker Oats,79,0,2,79,400,FALSE,400,15:33.1
1399,Packaged Food,Amul Delicious Fat Spread - Cholesterol Free,88,2,2,86,500,FALSE,500,15:33.1
1400,Packaged Food,McCain French Fries,120,5,1,114,420,FALSE,420,15:33.1
1401,Packaged Food,Ching's Secret Manchow Instant Soup,10,0,1,10,15,FALSE,15,15:33.1
1402,Packaged Food,McCain Potato Cheese Shotz,130,4,6,124,250,FALSE,250,15:33.1
1403,Packaged Food,McCain Masala - Fries,120,5,3,114,375,FALSE,375,15:33.1
1404,Packaged Food,Ching's Secret Schezwan Fried Rice Masala,15,0,6,15,20,FALSE,20,15:33.1
1405,Packaged Food,McCain New Mini Samosa with Cheese Pizza Style Filling,120,1,3,118,240,FALSE,240,15:33.1
1406,Packaged Food,McCain Chilli Cheesy Nuggets,130,4,1,124,250,FALSE,250,15:33.1
1408,Packaged Food,Chings Instant Soup - Hot & Sour,10,0,1,10,15,FALSE,15,15:33.1
1409,Packaged Food,Amul Spray Infant Milk Food,197,2,6,193,500,FALSE,500,15:33.1
1410,Packaged Food,McCain Smiles - Pudina Chatka,120,5,3,114,375,FALSE,375,15:33.1
1411,Packaged Food,McCain French Fries Crisp & Delicious,175,4,3,167,750,FALSE,750,15:33.1
1412,Packaged Food,Ferrero Nutella Hazelnut Spread,220,5,2,207,180,FALSE,180,15:33.1
1413,Packaged Food,Lijjat Garlic Papad,60,5,5,57,200,FALSE,200,15:33.1
1414,Packaged Food,Switz Samosa Dough Sheets,90,4,6,86,50,FALSE,50,15:33.1
1415,Packaged Food,Amul Cheese Spread Creamy,85,5,6,80,180,FALSE,180,15:33.1
1416,Packaged Food,Maggi Imli Sauce Pichkoo,22,0,6,22,90,FALSE,90,15:33.1
1417,Packaged Food,Whiskas Kitten (2-12 months) Dry Cat Food Food Ocean Fish,385,9,5,347,1100,FALSE,1100,15:33.1
1418,Packaged Food,Chings Instant Soup - Sweet Corn Veg,10,0,2,10,15,FALSE,15,15:33.1
1419,Packaged Food,Whiskas Wetá Meal (Kitten - Cat Food)á Chicken in Gravy,35,5,2,33,85,FALSE,85,15:33.1
1420,Packaged Food,McCain Crazy Fries Masala MixHot 'n' Tangy,120,5,6,114,400,FALSE,400,15:33.1
1421,Packaged Food,The Whole Truth Double Cocoa Protein Bar No Sugar,100,10,6,90,52,FALSE,52,15:33.1
1422,Packaged Food,Amul Happy Treats French Fries,68,4,1,65,425,FALSE,425,15:33.1
1423,Packaged Food,Ferrero Nutella Hazeulnut Spread,380,6,5,357,350,FALSE,350,15:33.1
1424,Packaged Food,Veeba Chipolte Southwest Dressing,161,7,4,149,300,FALSE,300,15:33.1
1425,Packaged Food,Ching's Secret Manchow Noodles Instant Soup,15,0,6,15,20,FALSE,20,15:33.1
1426,Packaged Food,Yoga Bar Breakfast Protein Bar - Blueberry Pie,50,12,1,44,50,FALSE,50,15:33.1
1427,Packaged Food,Quaker Oats,199,7,6,184,1000,FALSE,1,15:33.1
1428,Packaged Food,The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar,55,25,6,41,27,FALSE,27,15:33.1
1429,Packaged Food,Switz Spring Roll Dough Sheets,90,4,6,86,1160,FALSE,20,15:33.1
1430,Packaged Food,Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,40,17,6,33,30,FALSE,30,15:33.1
1431,Packaged Food,Ching's Secret Tomato Instant Soup,10,0,1,10,16,FALSE,15,15:33.1
1432,Packaged Food,Chef's Basket Durum Wheat Elbow Pasta,160,50,6,80,500,FALSE,500,15:33.1
1433,Packaged Food,Sunfeast Yippee! Mood Masala Noodles,60,28,3,43,260,FALSE,260,15:33.1
1434,Packaged Food,MTR Breakfast Khatta Meetha Poha Mix,25,20,6,20,60,FALSE,60,15:33.1
1435,Packaged Food,Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli,445,9,6,401,750,FALSE,750,15:33.1
1436,Packaged Food,Ching's Secret Chilli Vinegar,50,0,4,50,170,FALSE,170,15:33.1
1437,Packaged Food,Ching's Red Chilli Sauce,55,0,6,55,200,FALSE,200,15:33.1
1438,Packaged Food,Amul Lite Spread,40,2,5,39,100,FALSE,100,15:33.1
1439,Packaged Food,Borges Durum Wheat Fusilli Pasta ,250,0,3,250,500,FALSE,500,15:33.1
1440,Packaged Food,The Whole Truth Cranberry Mini Protein Bar No Sugar,55,20,6,44,27,FALSE,27,15:33.1
1441,Packaged Food,The Whole Truth Mini Protein Bar - Coffee Cocoa No Added Sugar,55,20,6,44,27,FALSE,27,15:33.1
1442,Packaged Food,Maggi Hot & Sweet Tomato Chilli Sauce,115,0,1,115,500,FALSE,500,15:33.1
1443,Packaged Food,Sunfeast YiPPee! Noodles - Magic Masala,96,5,4,91,540,FALSE,540,15:33.1
1444,Packaged Food,Chef's Basket Durum Wheat Fusilli Pasta,160,50,6,80,500,FALSE,500,15:33.1
1445,Packaged Food,Top Ramen Chicken Noodles,60,10,1,54,280,FALSE,280,15:33.1
1446,Packaged Food,Veeba Cheese and Chilli Sandwich Spread,89,11,6,79,275,FALSE,275,15:33.1
1447,Packaged Food,ChingÆs Secret Chowmein Hakka Noodles Masala ,44,0,2,44,60,FALSE,60,15:33.1
1448,Packaged Food,Safal Frozen - Mixed Vegetables,110,4,2,105,1000,FALSE,1,15:33.1
1449,Packaged Food,MTR 3 Min Poha,25,0,6,25,60,FALSE,60,15:33.1
1450,Packaged Food,Ching's Manchurian Instant Noodles,15,0,5,15,60,FALSE,60,15:33.1
1451,Packaged Food,The Whole Truth Peanut Cocoa Mini Protein Bar No Sugar ,55,25,6,41,27,FALSE,27,15:33.1
1452,Packaged Food,Gits Pav Bhaji Ready to Eat,110,22,6,85,300,FALSE,300,15:33.1
1453,Packaged Food,McCain New Mini Samosa with Cheese Corn Style Filling,120,1,2,118,240,FALSE,240,15:33.1
1454,Packaged Food,Lijjat Udad Mini Papad,60,6,6,56,200,FALSE,200,15:33.1
1455,Packaged Food,McCain Herb & Garlic Crazy Fries Masala Mix ,120,5,5,114,400,FALSE,400,15:33.1
1456,Packaged Food,Yoga Bar Multigrain Energy Bar Nuts And Seeds,40,12,4,35,38,FALSE,38,15:33.1
1458,Packaged Food,Veeba Pizza Topping,75,6,4,70,280,FALSE,280,15:33.1
1459,Packaged Food,Switz Paratha Puff,110,4,6,105,400,FALSE,400,15:33.1
1461,Packaged Food,The Whole Truth Double Cocoa Mini Protein Bar No Sugar,55,20,5,44,27,FALSE,27,15:33.1
1462,Packaged Food,Sunfeast Yippee Tricolor Pasta Seasoning,28,17,1,23,65,FALSE,65,15:33.1
1463,Packaged Food,Wingreens Cheesy Chipotle Sauce,99,49,1,50,130,FALSE,130,15:33.1
1464,Packaged Food,Maggi Rich Tomato Ketchup,105,4,2,100,500,FALSE,500,15:33.1
1465,Packaged Food,The Whole Truth Dark Chocolate Peanut Butter - Creamy,235,25,6,174,325,FALSE,325,15:33.1
1466,Packaged Food,Godrej Yummiez Chicken Nuggets,325,9,1,293,500,FALSE,500,15:33.1
1467,Packaged Food,Go Cheese  Spread Plain,99,5,6,94,200,FALSE,200,15:33.1
1468,Packaged Food,Kellogg's Real Almond & Honey Corn Flakes,175,9,6,158,300,FALSE,300,15:33.1
1469,Packaged Food,The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar,60,20,6,48,40,FALSE,40,15:33.1
1470,Packaged Food,Prasuma Vegetable Momos,270,0,5,270,24,FALSE,24,15:33.1
1471,Packaged Food,MTR Upma,50,10,6,45,160,FALSE,160,15:33.1
1472,Packaged Food,Ching's Schezwan Masala Instant Noodles,60,0,1,60,240,FALSE,240,15:33.1
1473,Packaged Food,The Whole Truth Cranberry Protein Bar No Sugar,100,26,6,74,52,FALSE,52,15:33.1
1474,Packaged Food,Saffola Yummy Masala Noodles ,20,0,2,20,46,FALSE,46,15:33.1
1475,Packaged Food,Veeba English Mustard,74,6,2,69,300,FALSE,300,15:33.1
1476,Packaged Food,Dabur Hommade Tamarind Paste,48,6,6,45,200,FALSE,200,15:33.1
1477,Packaged Food,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),325,4,6,309,400,FALSE,400,15:33.1
1478,Packaged Food,The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar,55,25,6,41,27,FALSE,27,15:33.1
1479,Packaged Food,ITC Master Chef Crispy Chicken Fries ,170,4,3,162,280,FALSE,280,15:33.1
1480,Packaged Food,Kelloggs Corn Flakes,99,13,6,86,250,FALSE,250,15:33.1
1481,Packaged Food,Nissin Cup Noodles Tangy Tomato,50,10,2,45,70,FALSE,70,15:33.1
1482,Packaged Food,Smith & Jones White Pasta Sauce Mix,40,0,3,40,46,FALSE,46,15:33.1
1483,Packaged Food,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,28,10,1,25,65,FALSE,65,15:33.1
1484,Packaged Food,Mothers Recipe Tamrind Date Chutney ,55,9,2,50,200,FALSE,200,15:33.1
1485,Packaged Food,Veeba Mint Mayonnaise,169,8,4,155,300,FALSE,300,15:33.1
1486,Packaged Food,Mccain Emotibites - Crispy Happy Potato Snack,130,0,6,129,415,FALSE,415,15:33.1
1487,Packaged Food,The Whole Truth Energy Bar Choco Cranberry Fudge,60,26,6,44,40,FALSE,40,15:33.1
1488,Packaged Food,Godrej Yummiez Chicken Lucknowi Seekh Kebab,260,10,4,234,400,FALSE,400,15:33.1
1489,Packaged Food,Prasuma Vegetable Momos,150,0,5,150,580,FALSE,10,15:33.1
1490,Packaged Food,Mother's Recipe Mixed Pickle,85,9,2,77,300,FALSE,300,15:33.1
1491,Packaged Food,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,28,17,3,23,65,FALSE,65,15:33.1
1492,Packaged Food,The Whole Truth Peanut Cocoa Protein Bar No Sugar,100,26,6,74,52,FALSE,52,15:33.1
1493,Packaged Food,Yoga Bar Breakfast Muesli - Chocolate & Cranberry ,325,4,6,309,400,FALSE,400,15:33.1
1494,Packaged Food,Sunfeast YiPPee! Magic Masala Noodles,70,10,3,63,405,FALSE,405,15:33.1
1495,Packaged Food,Veeba Sweet Onion Sauce,141,14,4,121,350,FALSE,350,15:33.1
1496,Packaged Food,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,49,8,6,45,200,FALSE,200,15:33.1
1497,Packaged Food,Mother's Recipe Tamarind Paste,50,2,6,49,200,FALSE,200,15:33.1
1498,Packaged Food,Yogabar No Added Sugar Protein Bar Brownie,125,15,4,106,60,FALSE,60,15:33.1
1499,Packaged Food,Bambino Popular Vermicelli ,40,2,3,39,400,FALSE,400,15:33.1
1500,Packaged Food,Ching's Secret Mix Veg Instant Soup,10,0,3,10,15,FALSE,15,15:33.1
1501,Packaged Food,Mother's Recipe Pickle - Red Stuffed Chilli,145,11,3,129,400,FALSE,400,15:33.1
1502,Packaged Food,Kellogg's No Added Sugar Muesli,335,11,6,298,500,FALSE,500,15:33.1
1503,Packaged Food,Veeba Salsa Dip,119,6,6,111,360,FALSE,360,15:33.1
1504,Packaged Food,Veeba Thousand Island Dressing,149,8,6,137,300,FALSE,300,15:33.1
1505,Packaged Food,Baggry's Crunchy Muesli Almond Raisins & Honey,130,0,5,130,200,FALSE,200,15:33.1
1506,Packaged Food,Knorr Chinese Hot And Sour Veg Soup,55,3,1,53,43,FALSE,43,15:33.1
1507,Packaged Food,Go Cheese Spread - Garlic,99,5,6,94,200,FALSE,200,15:33.1
1508,Packaged Food,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,215,9,6,194,325,FALSE,325,15:33.1
1509,Packaged Food,Zorabian Chicken Smoked Ham,205,5,1,194,250,FALSE,250,15:33.1
1510,Packaged Food,Kissan Pineapple Jam,165,9,1,149,500,FALSE,500,15:33.1
1511,Packaged Food,Smith & Jones Masala Noodles,89,0,5,89,480,FALSE,480,15:33.1
1512,Packaged Food,Nestle Nestle Nan Pro Follow-Up Formula,650,0,6,650,400,FALSE,400,15:33.1
1513,Packaged Food,Sunfeast Yippee! Power Up Atta Noodles,96,15,6,81,280,FALSE,280,15:33.1
1514,Packaged Food,McCain Super Wedges,120,7,6,111,400,FALSE,400,15:33.1
1516,Packaged Food,Kellogg's Chocos,130,10,6,117,250,FALSE,250,15:33.1
1517,Packaged Food,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle,32,0,3,32,150,FALSE,150,15:33.1
1518,Packaged Food,The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar,60,20,6,48,40,FALSE,40,15:33.1
1519,Packaged Food,Saffola Veggie Twist Masala Oats,195,12,2,171,500,FALSE,500,15:33.1
1520,Packaged Food,ITC Master Chef Classic Aloo Tikki,80,10,3,72,320,FALSE,320,15:33.1
1521,Packaged Food,Smith & Jones Pink Pasta Sauce Mix,40,0,4,40,46,FALSE,46,15:33.1
1522,Packaged Food,Wingreens Farms Chipotle Dip,200,25,1,150,180,FALSE,180,15:33.1
1523,Packaged Food,Kellogg's Real Almond & Honey Corn Flakes,550,5,3,520,1000,FALSE,1,15:33.1
1524,Packaged Food,Kellogg's Crunchy Granola Chocolate & Almonds,330,10,3,294,450,FALSE,450,15:33.1
1525,Packaged Food,Cornitos Cornitos Taco Shells - 6 Inches,160,20,4,128,180,FALSE,180,15:33.1
1526,Packaged Food,Ching's Secret Singapore Curry Instant Noodles,15,0,3,15,60,FALSE,60,15:33.1
1527,Packaged Food,Mother's Recipe Pickle - Mango,125,9,6,113,400,FALSE,500,15:33.1
1528,Packaged Food,Godrej Yummiez Chilli Chicken Sausages ,160,10,3,144,250,FALSE,250,15:33.1
1529,Packaged Food,Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed ,175,20,6,140,180,FALSE,180,15:33.1
1530,Packaged Food,Maggi Hot & Sweet - Tomato Chilli Sauce,170,10,1,153,1000,FALSE,1,15:33.1
1531,Packaged Food,Ching's Secret Asian Hot Instant Soup,15,0,3,15,15,FALSE,15,15:33.1
1532,Packaged Food,KelloggÆs Chocos Protein And Fibre Of 1 Roti,499,11,6,444,1200,FALSE,1,15:33.1
1533,Packaged Food,Mother's Recipe Pickle - Mango,149,26,4,109,500,FALSE,500,15:33.1
1534,Packaged Food,Chings Secret Manchurian Instant Noodle,60,0,6,60,240,FALSE,240,15:33.1
1535,Packaged Food,Kellogg's Original Corn Flakes,310,6,6,290,875,FALSE,875,15:33.1
1536,Packaged Food,Ching's Singapore Curry Instant Noodles,60,0,4,60,240,FALSE,240,15:33.1
1537,Packaged Food,Kellogg's Almonds And Cranberries Granola,330,6,6,310,460,FALSE,460,15:33.1
1538,Packaged Food,Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years,292,0,6,292,300,FALSE,300,15:33.1
1539,Packaged Food,MTR 3 Minute Breakfast - Magic Masala Upma,25,0,6,25,60,FALSE,60,15:33.1
1540,Packaged Food,Smith & Jones Masala Noodles,68,10,5,61,360,FALSE,360,15:33.1
1542,Packaged Food,Godrej Yummiez Chicken Punjabi Tikka ,295,9,6,266,360,FALSE,360,15:33.1
1543,Packaged Food,Kellogg's Corn Flakes,425,9,1,383,1000,FALSE,1,15:33.1
1544,Packaged Food,Kelloggs Chocos,170,5,4,160,385,FALSE,385,15:33.1
1545,Packaged Food,Pedigree Puppy Dry Dog Food Food Chicken & Milk,290,20,6,232,1200,FALSE,1200,15:33.1
1546,Packaged Food,Ching's Secret Lemon Coriander Instant Soup,15,0,5,15,15,FALSE,15,15:33.1
1547,Packaged Food,Nestle Cerelac Baby Cereal With Milk Wheat-Rice Mixed Fruit,261,0,6,261,300,FALSE,300,15:33.1
1548,Packaged Food,Kelloggs Chocos - Moons & Stars,660,40,4,396,1200,FALSE,1,15:33.1
1549,Packaged Food,ITC Master Chef Chicken Galouti Kebab,170,4,2,162,210,FALSE,210,15:33.1
1550,Packaged Food,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,229,10,6,206,400,FALSE,400,15:33.1
1551,Packaged Food,Kitchens Of India Palak Paneer,130,30,6,91,285,FALSE,285,15:33.1
1552,Packaged Food,Kelloggs Chocos Fills Double Chocolat,99,11,6,88,175,FALSE,175,15:33.1
1553,Packaged Food,Soulfull Ragi Bites Choco Fills,169,5,4,160,250,FALSE,250,15:33.1
1554,Packaged Food,Figaro Sliced Black Olive ,179,0,6,179,450,FALSE,450,15:33.1
1555,Packaged Food,Veeba Barbeque Sauce,149,8,6,137,330,FALSE,330,15:33.1
1556,Packaged Food,The Whole Truth Vegan Mocha Almond Fudge Energy Bar No Sugar,60,20,6,48,40,FALSE,40,15:33.1
1558,Packaged Food,Pantai Green Curry Paste,150,14,5,128,114,FALSE,114,15:33.1
1559,Packaged Food,Kelloggs Special K,210,8,5,192,435,FALSE,435,15:33.1
1560,Packaged Food,Moi Soi Sichuan Chilli Oil- For Stir Fry Marinade Spread & Dip,280,50,5,140,175,FALSE,175,15:33.1
1561,Packaged Food,Mother's Recipe Madras Appalam,50,10,6,45,100,FALSE,100,15:33.1
1562,Packaged Food,Top Ramen Masala Oat Masala,80,10,6,72,280,FALSE,280,15:33.1
1563,Packaged Food,Saffola Everyday Peppy Tomato Masala Oats,195,12,6,171,500,FALSE,500,15:33.1
1565,Packaged Food,Kitchens Of India Chicken Chettinad,200,30,1,140,285,FALSE,285,15:33.1
1566,Packaged Food,Nestle Cerelac Wheat - Stage 1,190,0,6,190,300,FALSE,300,15:33.1
1567,Packaged Food,Sumeru Aloo Paratha,119,5,6,113,400,FALSE,400,15:33.1
1568,Packaged Food,ITC Master Chef Veggie Pizza Pocket,170,4,4,162,340,FALSE,340,15:33.1
1569,Packaged Food,Wingreens Farms Tangy Cheese Pita Chips & Mexican Salsa Dip,60,15,1,51,70,FALSE,70,15:33.1
1570,Packaged Food,Ching's Secret Manchow Soup,55,0,3,55,55,FALSE,55,15:33.1
1571,Packaged Food,Veeba Carrot & Cucumber Sandwich Spread,85,10,6,76,250,FALSE,250,15:33.1
1572,Packaged Food,Kellogg's Real Almond & Honey Corn Flakes,370,12,3,324,650,FALSE,650,15:33.1
1573,Packaged Food,Kitchens Of India Mughlai Paneer,160,30,4,112,285,FALSE,285,15:33.1
1574,Packaged Food,Ching's Secret Just Soak - Veg Hakka Noodles,30,0,5,30,150,FALSE,150,15:33.1
1575,Packaged Food,Ching's Secret Chowmein Hakka Noodles Masala,60,10,2,54,100,FALSE,100,15:33.1
1576,Packaged Food,The Whole Truth Dark Chocolate Peanut Butter - Crunchy,235,20,5,188,325,FALSE,325,15:33.1
1577,Packaged Food,Mother's Recipe Bhel Puri Chutney,55,9,4,50,200,FALSE,200,15:33.1
1578,Packaged Food,Kelloggs Chocos Moon & Stars,330,10,6,294,680,FALSE,680,15:33.1
1579,Packaged Food,Mother's Recipe Lime Pickle ,120,5,1,114,400,FALSE,400,15:33.1
1580,Packaged Food,Kitchens of India Dal Makhani,110,30,2,77,285,FALSE,285,15:33.1
1581,Packaged Food,Pantai Light Soy Sauce,275,14,5,234,200,FALSE,200,15:33.1
1582,Packaged Food,Ching's Secret Sweet Corn Soup,55,0,6,55,55,FALSE,55,15:33.1
