srl_key,Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
308,Paan Corner,Gillete Mach3 ,260,10,6,234,116,FALSE,2
309,Paan Corner,Oral-B Charcoal Cross Cross Extra Soft Toothbrush (Buy 2 Get 1 Free),180,0,1,180,174,FALSE,3
310,Home & Cleaning,Chakaachak Super Scrub Pad (Pack of 3),35,2,2,34,174,FALSE,3
311,Home & Cleaning,Scotch Brite Sponge Wipes,200,0,2,200,174,FALSE,3
312,Home & Cleaning,Gala Iron Bull Scrub Pad,140,10,6,126,174,FALSE,3
313,Home & Cleaning,Ariel Matic Front Load Detergent Washing Powder,800,15,6,680,3000,FALSE,3
314,Home & Cleaning,Scotch Brite Silver Sparks Scrub Pad,90,10,6,81,348,FALSE,3
315,Home & Cleaning,Chakaachak Super Sponge Wipes (Pack of 3),140,0,6,140,174,FALSE,3
316,Health & Hygiene,Durex Air Ultra Thin Condoms,82,0,6,82,174,FALSE,3
317,Health & Hygiene,Durex Condoms Mutual Climax,120,0,6,120,174,FALSE,3
318,Personal Care,Oral-B Charcoal Cross Cross Extra Soft Toothbrush (Buy 2 Get 1 Free),180,0,1,180,174,FALSE,3
319,Chocolates & Candies,Pedigree Dog Food Adult Meat & Rice,660,7,2,608,3000,FALSE,3
320,Fruits & Vegetables,Onion,68,16,3,57,3000,FALSE,3
321,Fruits & Vegetables,Potato,100,16,3,84,3000,FALSE,3
322,Chocolates & Candies,Pedigree Puppy Dry Dog Food Food Chicken & Milk,690,6,2,648,3000,FALSE,3
323,Chocolates & Candies,Pedigree Dog Food Adult Chicken & Veg,660,10,1,594,3000,FALSE,3
324,Ice Cream & Desserts,Pedigree Puppy Dry Dog Food Food Chicken & Milk,690,6,2,648,3000,FALSE,3
325,Ice Cream & Desserts,Pedigree Dog Food Adult Chicken & Veg,660,10,1,594,3000,FALSE,3
326,Ice Cream & Desserts,Pedigree Dog Food Adult Meat & Rice,660,7,2,608,3000,FALSE,3
327,Packaged Food,Pedigree Dog Food Adult Meat & Rice,660,7,2,608,3000,FALSE,3
328,Packaged Food,Pedigree Dog Food Adult Chicken & Veg,660,10,1,594,3000,FALSE,3
329,Packaged Food,Pedigree Puppy Dry Dog Food Food Chicken & Milk,690,6,2,648,3000,FALSE,3
330,Fruits & Vegetables,Orange Nagpur,82,15,3,69,232,FALSE,4
331,Fruits & Vegetables,Apple Shimla,142,16,3,119,232,FALSE,4
332,Fruits & Vegetables,Apple Royal Gala,189,15,3,159,232,FALSE,4
333,Fruits & Vegetables,Guava,54,16,3,45,232,FALSE,4
334,Fruits & Vegetables,Apple Washington,177,15,3,149,232,FALSE,4
335,Fruits & Vegetables,Apple Kinnaur,142,16,6,119,232,FALSE,4
336,Personal Care,Gillette Mach 3 Mens Razor Blades,499,7,4,460,232,FALSE,4
337,Personal Care,Nivea Lip Balm Original Care for 24h Moisture with Shea Butter & Natural Oils,140,15,6,119,5,FALSE,4
338,Personal Care,Oral-B Charcoal Deep Clean Stain Removal Toothbrush Soft,99,0,3,99,232,FALSE,4
339,Personal Care,Colgate Zigzag Charcoal Soft Bristle Toothbrush - 4 Pcs,99,0,6,99,232,FALSE,4
340,Personal Care,Gillette Mach 3 Turbo Cartridges,649,10,6,578,232,FALSE,4
341,Personal Care,Nivea Lip Balm Soft Rose for 24h Moisture with Natural Oils Delicate Rose Shine,185,8,6,169,5,FALSE,4
342,Personal Care,Oral-B Criss Cross Medium Toothbrush (Buy 2 Get 2 Free),160,0,5,160,232,FALSE,4
343,Personal Care,Colgate Slim Soft Charcoal Toothbrush,150,18,4,123,232,FALSE,4
344,Personal Care,Colgate Zig Zag Charcoal Medium Toothbrush 4 Pcs,99,0,6,99,232,FALSE,4
345,Personal Care,Colgate Gentle Sensitive+ Toothbrush Pack Of 4,120,10,4,108,232,FALSE,4
346,Personal Care,Oral-B Charcoal Deep Clean Stain Removal Toothbrush Medium,99,0,1,99,232,FALSE,4
347,Personal Care,Oral-B Extra Soft Bristles Sensitive ,98,0,4,98,232,FALSE,4
348,Home & Cleaning,Surf Excel Matic Powder Front Load ,810,7,2,750,4000,FALSE,4
349,Home & Cleaning,Surf Excel Matic Top Load,720,9,4,649,4000,FALSE,4
350,Home & Cleaning,Surf Excel Quick Wash,600,8,1,549,4000,FALSE,4
351,Paan Corner,Colgate Slim Soft Charcoal Toothbrush,150,18,4,123,232,FALSE,4
352,Paan Corner,Nivea Lip Balm Soft Rose for 24h Moisture with Natural Oils Delicate Rose Shine,185,8,6,169,5,FALSE,4
353,Paan Corner,Gillette Mach 3 Turbo Cartridges,649,10,6,578,232,FALSE,4
354,Paan Corner,Colgate Zig Zag Charcoal Medium Toothbrush 4 Pcs,99,0,6,99,232,FALSE,4
355,Paan Corner,Colgate Zigzag Charcoal Soft Bristle Toothbrush - 4 Pcs,99,0,6,99,232,FALSE,4
356,Paan Corner,Colgate Gentle Sensitive+ Toothbrush Pack Of 4,120,10,4,108,232,FALSE,4
357,Paan Corner,Oral-B Charcoal Deep Clean Stain Removal Toothbrush Medium,99,0,1,99,232,FALSE,4
358,Paan Corner,Gillette Mach 3 Mens Razor Blades,499,7,4,460,232,FALSE,4
359,Paan Corner,Nivea Lip Balm Original Care for 24h Moisture with Shea Butter & Natural Oils,140,15,6,119,5,FALSE,4
360,Paan Corner,Oral-B Charcoal Deep Clean Stain Removal Toothbrush Soft,99,0,3,99,232,FALSE,4
361,Paan Corner,Oral-B Criss Cross Medium Toothbrush (Buy 2 Get 2 Free),160,0,5,160,232,FALSE,4
362,Paan Corner,Oral-B Extra Soft Bristles Sensitive ,98,0,4,98,232,FALSE,4
363,Home & Cleaning,Scotch Brite Scrub Pad,75,9,6,68,290,FALSE,5
364,Home & Cleaning,Om Bhakti Cow Dung Cakes ,16,0,6,16,290,FALSE,5
365,Home & Cleaning,Scotch Brite Sponge Wipe,330,10,6,297,290,FALSE,5
366,Home & Cleaning,Gala Scrubber Pad,75,9,5,68,290,FALSE,5
367,Paan Corner,Gillette Presto Ready Shaver 5 Cartridges ,88,6,6,82,290,FALSE,5
368,Personal Care,Gillette Presto Ready Shaver 5 Cartridges ,88,6,6,82,290,FALSE,5
369,Cooking Essentials,Aashirvaad Superior MP Atta,250,2,6,245,5000,FALSE,5
370,Cooking Essentials,Fortune Sunlite Refined Sunflower (Jar),925,0,6,925,5000,FALSE,5
371,Cooking Essentials,Dhara Kachi Ghani Mustard Oil Jar,1250,8,6,1143,5000,FALSE,5
372,Cooking Essentials,Dhara Health Refined Sun Flower Oil Jar,1200,18,6,984,5000,FALSE,5
373,Cooking Essentials,Fortune Soyabean Oil,1005,0,6,999,5000,FALSE,5
374,Cooking Essentials,Fortune Rozana Basmati Rice,585,21,6,462,5000,FALSE,5
375,Cooking Essentials,Fortune Rice Bran Health Oil (Jar),1050,1,6,1039,5000,FALSE,5
376,Cooking Essentials,Aashirvaad Select Sharbati Atta,315,10,6,283,5000,FALSE,5
377,Cooking Essentials,Popular Essentials Refined Sugar,295,10,6,265,5000,FALSE,5
378,Cooking Essentials,Saffola Gold (Jar),1240,0,6,1240,5000,FALSE,5
379,Cooking Essentials,Popular Essentials HMT Kolam Steam,370,10,6,333,5000,FALSE,5
380,Cooking Essentials,Dhara Filtered Groundnut Oil (Jar),1050,1,6,1035,5000,FALSE,5
381,Cooking Essentials,Popular Essentials Classic Sona Masuri Rice,430,10,6,387,5000,FALSE,5
382,Cooking Essentials,Dhara Filtered Groundnut Oil (Jar),1050,0,2,1050,5000,FALSE,5
383,Cooking Essentials,24 Mantra Sona Masuri Brown Rice,475,10,6,423,5000,FALSE,5
384,Cooking Essentials,Super Saver Kolam Rice Sortex Clean ,700,10,3,630,5000,FALSE,5
385,Cooking Essentials,Madhur Pure And Hygienic Sugar,295,9,0,266,5000,TRUE,5
386,Cooking Essentials,Aashirvaad Atta With Mutigrains,315,8,0,287,5000,TRUE,5
387,Cooking Essentials,Popular Essentials Rozana Sona Masuri Raw Rice,350,10,5,312,5000,FALSE,5
388,Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,275,0,6,275,5000,FALSE,5
389,Cooking Essentials,Pillsbury Atta With Multigrains Wheat Grains,295,16,6,245,5000,FALSE,5
390,Munchies,Super Saver Kolam Rice Sortex Clean ,700,10,3,630,5000,FALSE,5
391,Munchies,Dhara Filtered Groundnut Oil (Jar),1050,0,2,1050,5000,FALSE,5
392,Munchies,24 Mantra Sona Masuri Brown Rice,475,10,6,423,5000,FALSE,5
393,Munchies,Aashirvaad Atta With Mutigrains,315,8,0,287,5000,TRUE,5
394,Munchies,Madhur Pure And Hygienic Sugar,295,9,0,266,5000,TRUE,5
395,Munchies,Popular Essentials Classic Sona Masuri Rice,430,10,6,387,5000,FALSE,5
396,Munchies,Popular Essentials Rozana Sona Masuri Raw Rice,350,10,5,312,5000,FALSE,5
397,Munchies,Fortune Rozana Basmati Rice,585,21,6,462,5000,FALSE,5
398,Munchies,Saffola Gold (Jar),1240,0,6,1240,5000,FALSE,5
399,Munchies,Fortune Rice Bran Health Oil (Jar),1050,1,6,1039,5000,FALSE,5
400,Munchies,Aashirvaad Select Sharbati Atta,315,10,6,283,5000,FALSE,5
401,Munchies,Popular Essentials Refined Sugar,295,10,6,265,5000,FALSE,5
402,Munchies,Dhara Kachi Ghani Mustard Oil Jar,1250,8,6,1143,5000,FALSE,5
403,Munchies,Dhara Health Refined Sun Flower Oil Jar,1200,18,6,984,5000,FALSE,5
404,Munchies,Fortune Soyabean Oil,1005,0,6,999,5000,FALSE,5
405,Munchies,Fortune Sunlite Refined Sunflower (Jar),925,0,6,925,5000,FALSE,5
406,Munchies,Aashirvaad Superior MP Atta,250,2,6,245,5000,FALSE,5
407,Munchies,Popular Essentials HMT Kolam Steam,370,10,6,333,5000,FALSE,5
408,Munchies,Dhara Filtered Groundnut Oil (Jar),1050,1,6,1035,5000,FALSE,5
409,Munchies,Pillsbury Atta/Godihittu - Chakki Fresh,275,0,6,275,5000,FALSE,5
410,Munchies,Pillsbury Atta With Multigrains Wheat Grains,295,16,6,245,5000,FALSE,5
411,Munchies,Arden Eggs White,65,15,4,55,348,FALSE,6
412,Munchies,Arden Eggs Brown,85,7,4,79,348,FALSE,6
413,Munchies,Arden Desi Eggs,110,13,4,95,348,FALSE,6
414,Beverages,Arden Desi Eggs,110,13,4,95,348,FALSE,6
415,Beverages,Suguna Sharp Egg ,72,13,3,62,348,FALSE,6
416,Beverages,Arden Eggs White,65,15,4,55,348,FALSE,6
417,Beverages,Arden Eggs Brown,85,7,4,79,348,FALSE,6
418,Cooking Essentials,Arden Desi Eggs,110,13,4,95,348,FALSE,6
419,Cooking Essentials,Arden Eggs White,65,15,4,55,348,FALSE,6
420,Cooking Essentials,Arden Eggs Brown,85,7,4,79,348,FALSE,6
421,Fruits & Vegetables,Banana Elaichi ,58,15,3,49,348,FALSE,6
422,Fruits & Vegetables,Sapota,30,16,3,25,348,FALSE,6
423,Fruits & Vegetables,Banana Robusta,29,17,3,24,348,FALSE,6
424,Beverages,Suguna Vitamin D Egg,75,17,0,62,348,TRUE,6
425,Beverages,Suguna Nourish Egg ,72,16,0,60,348,TRUE,6
426,Beverages,Suguna Active - DHA,72,13,4,62,348,FALSE,6
427,Beverages,Suguna Heart- Omega3,72,13,4,62,348,FALSE,6
428,Beverages,Suguna Fit Egg,120,43,4,68,348,FALSE,6
429,Personal Care,Colgate Zig Zag Toothbrush,120,0,3,120,348,FALSE,6
430,Home & Cleaning,Kiwi Dranex Drain Cleaner,135,9,1,122,348,FALSE,6
431,Home & Cleaning,Eveready Ultima Alkaline AA Cell Battery-6 Pc Pack,210,10,6,189,348,FALSE,6
432,Paan Corner,Colgate Zig Zag Toothbrush,120,0,3,120,348,FALSE,6
433,Paan Corner,Stayfree Secure Dry Cover Regular Sanitary Pad With Wings,30,3,6,29,406,FALSE,7
434,Paan Corner,Stayfree Dry-Max All Night Ultra-Dry Sanitary Pad,90,10,6,81,406,FALSE,7
435,Paan Corner,Whisper Bindazzz Nights XL + Sanitary Pad,90,0,0,90,406,TRUE,7
436,Paan Corner,Whisper Choice Sanitary Pad ,32,9,0,29,406,TRUE,7
437,Paan Corner,Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,30,3,0,29,406,TRUE,7
438,Paan Corner,Whisper Choice Regular Wing Sanitary Pad,30,0,2,30,406,FALSE,7
439,Paan Corner,Stayfree Secure Dry Cover Extra Large Sanitary Pad,42,2,0,41,406,TRUE,7
440,Health & Hygiene,Whisper Choice Regular Wing Sanitary Pad,30,0,2,30,406,FALSE,7
441,Health & Hygiene,Stayfree Secure Dry Cover Regular Sanitary Pad With Wings,30,3,6,29,406,FALSE,7
442,Health & Hygiene,Stayfree Dry-Max All Night Ultra-Dry Sanitary Pad,90,10,6,81,406,FALSE,7
443,Health & Hygiene,Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,30,3,0,29,406,TRUE,7
444,Health & Hygiene,Whisper Choice Sanitary Pad ,32,9,0,29,406,TRUE,7
445,Health & Hygiene,Whisper Bindazzz Nights XL + Sanitary Pad,90,0,0,90,406,TRUE,7
446,Personal Care,Stayfree Secure Dry Cover Regular Sanitary Pad With Wings,30,3,6,29,406,FALSE,7
447,Personal Care,Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,30,3,0,29,406,TRUE,7
448,Personal Care,Whisper Bindazzz Nights XL + Sanitary Pad,90,0,0,90,406,TRUE,7
449,Personal Care,Whisper Choice Sanitary Pad ,32,9,0,29,406,TRUE,7
450,Personal Care,Stayfree Secure Dry Cover Extra Large Sanitary Pad,42,2,0,41,406,TRUE,7
451,Personal Care,Stayfree Dry-Max All Night Ultra-Dry Sanitary Pad,90,10,6,81,406,FALSE,7
452,Personal Care,Whisper Choice Regular Wing Sanitary Pad,30,0,2,30,406,FALSE,7
453,Health & Hygiene,Stayfree Secure Dry Cover Extra Large Sanitary Pad,42,2,0,41,406,TRUE,7
454,Health & Hygiene,Iodex Body Pain Expert ,40,2,6,39,8,FALSE,8
455,Health & Hygiene,Zandu Balm Ulter Power For Strong Headache Bodyache & Cold,45,8,6,41,8,FALSE,8
456,Health & Hygiene,Zandu Balm,40,10,4,36,8,FALSE,8
457,Home & Cleaning,Good Knight Fabric Personal Mosquito Repellent Roll On,75,0,3,75,8,FALSE,8
458,Paan Corner,Nivea Body Shea Smooth with Shea Butter for Dry Skin,425,20,5,340,400,FALSE,9
459,Personal Care,Nivea Body Shea Smooth with Shea Butter for Dry Skin,425,20,5,340,400,FALSE,9
460,Cooking Essentials,Keya Oregano,109,10,5,98,9,FALSE,9
461,Munchies,Keya Oregano,109,10,5,98,9,FALSE,9
462,Munchies,Pillsbury Chakki Fresh Atta,450,16,6,375,10000,FALSE,10
463,Munchies,Aashirvaad Atta,460,13,6,399,10000,FALSE,10
464,Cooking Essentials,Pillsbury Chakki Fresh Atta,450,16,6,375,10000,FALSE,10
465,Cooking Essentials,Aashirvaad Atta,460,13,6,399,10000,FALSE,10
466,Packaged Food,Prasuma Vegetable Momos,150,0,5,150,580,FALSE,10
467,Ice Cream & Desserts,Prasuma Vegetable Momos,150,0,5,150,580,FALSE,10
468,Chocolates & Candies,Prasuma Vegetable Momos,150,0,5,150,580,FALSE,10
469,Personal Care,Godrej Aer Power Pocket - Long Lasting Bathroom Fragrance Floral Delight,55,0,6,55,10,FALSE,10
470,Paan Corner,Godrej Aer Power Pocket - Long Lasting Bathroom Fragrance Floral Delight,55,0,6,55,10,FALSE,10
471,Home & Cleaning,Odonil Zipper Blissful Citrus,55,0,1,55,10,FALSE,10
472,Home & Cleaning,Godrej Aer Power Pocket - Long Lasting Bathroom Fragrance Lavender Bloom,55,0,4,55,10,FALSE,10
473,Home & Cleaning,Eveready AA pack of 10 ,150,4,6,143,580,FALSE,10
474,Home & Cleaning,Godrej Aer Power Pocket Berry Rush,55,0,3,55,10,FALSE,10
475,Home & Cleaning,Eveready 1012 Carbon Zinc AAA Battery,150,4,2,143,580,FALSE,10
476,Home & Cleaning,Godrej Aer Power Pocket - Long Lasting Bathroom Fragrance Fresh Blossom,55,0,6,55,10,FALSE,10
477,Health & Hygiene,Durex Extra Time Condoms,228,10,6,205,580,FALSE,10
478,Health & Hygiene,Durex Air Ultra Thin Condom,245,10,6,220,580,FALSE,10
479,Home & Cleaning,Scotch Brite Multi-Purpose Sponge Wipes,700,17,6,581,580,FALSE,10
480,Health & Hygiene,Durex Extra Dots Condoms,228,10,6,205,580,FALSE,10
481,Health & Hygiene,Durex Extra Ribbed Condoms,245,10,2,220,580,FALSE,10
482,Health & Hygiene,Durex Extra Thin Bubblegum Condom,150,10,6,135,580,FALSE,10
483,Health & Hygiene,Durex Extra Thin Condoms,228,10,6,205,580,FALSE,10
484,Health & Hygiene,Durex Mutual Climax Condoms,360,15,6,306,580,FALSE,10
485,Health & Hygiene,Moov Cream Regular,50,6,4,47,10,FALSE,10
486,Home & Cleaning,Origami So Soft Tissue Roll 3 Ply,390,11,6,347,696,FALSE,12
487,Home & Cleaning,Shubh kart - Shubhkart Sambrani Cup Black 12n,80,6,4,75,696,FALSE,12
488,Biscuits,Lotte Choco Pie ,150,20,6,120,696,FALSE,12
489,Beverages,Suguna Nourish Egg,62,0,0,62,696,TRUE,12
490,Cooking Essentials,Arden Eggs White,97,0,4,97,696,FALSE,12
491,Munchies,Arden Eggs White,97,0,4,97,696,FALSE,12
492,Beverages,Arden Eggs White,97,0,4,97,696,FALSE,12
493,Munchies,On1y Mixed Herbs,99,0,6,99,14,FALSE,14
494,Cooking Essentials,On1y Mixed Herbs,99,0,6,99,14,FALSE,14
495,Personal Care,Stayfree Advanced XL Ultra Comfort Sanitary napkins with Wings,175,0,3,175,812,FALSE,14
496,Health & Hygiene,Stayfree Advanced XL Ultra Comfort Sanitary napkins with Wings,175,0,3,175,812,FALSE,14
497,Paan Corner,Stayfree Advanced XL Ultra Comfort Sanitary napkins with Wings,175,0,3,175,812,FALSE,14
498,Paan Corner,Whisper Ultra Clean XL Plus Sanitary Pad,155,0,6,155,870,FALSE,15
499,Paan Corner,Whisper Ultra Clean XL Plus Sanitary Pad,175,0,5,175,870,FALSE,15
500,Health & Hygiene,Moov Pain Relief Specialist,75,5,6,71,15,FALSE,15
501,Health & Hygiene,Whisper Ultra Clean XL Plus Sanitary Pad,155,0,6,155,870,FALSE,15
502,Health & Hygiene,Whisper Ultra Clean XL Plus Sanitary Pad,175,0,5,175,870,FALSE,15
503,Home & Cleaning,Om Bhakti Kumkum ,12,0,6,12,15,FALSE,15
504,Home & Cleaning,Om Bhakti Haldi ,12,0,4,12,15,FALSE,15
505,Home & Cleaning,Fevistik Super Glue Stick,40,2,6,39,15,FALSE,15
506,Paan Corner,Whisper Bindazzz Night Sanitary Pads XL Plus,185,0,0,185,870,TRUE,15
507,Personal Care,Whisper Ultra Clean XL Plus Sanitary Pad,155,0,6,155,870,FALSE,15
508,Personal Care,Whisper Bindazzz Night Sanitary Pads XL Plus,185,0,0,185,870,TRUE,15
509,Personal Care,Whisper Ultra Clean XL Plus Sanitary Pad,175,0,5,175,870,FALSE,15
510,Health & Hygiene,Whisper Bindazzz Night Sanitary Pads XL Plus,185,0,0,185,870,TRUE,15
511,Packaged Food,Ching's Secret Manchow Instant Soup,10,0,1,10,15,FALSE,15
512,Packaged Food,Chings Instant Soup - Hot & Sour,10,0,1,10,15,FALSE,15
513,Packaged Food,Ching's Secret Tomato Instant Soup,10,0,1,10,16,FALSE,15
514,Packaged Food,Chings Instant Soup - Sweet Corn Veg,10,0,2,10,15,FALSE,15
515,Packaged Food,Ching's Secret Mix Veg Instant Soup,10,0,3,10,15,FALSE,15
516,Packaged Food,Ching's Secret Lemon Coriander Instant Soup,15,0,5,15,15,FALSE,15
517,Packaged Food,Ching's Secret Asian Hot Instant Soup,15,0,3,15,15,FALSE,15
518,Ice Cream & Desserts,Ching's Secret Tomato Instant Soup,10,0,1,10,16,FALSE,15
519,Ice Cream & Desserts,Ching's Secret Manchow Instant Soup,10,0,1,10,15,FALSE,15
520,Ice Cream & Desserts,Chings Instant Soup - Hot & Sour,10,0,1,10,15,FALSE,15
521,Ice Cream & Desserts,Chings Instant Soup - Sweet Corn Veg,10,0,2,10,15,FALSE,15
522,Chocolates & Candies,Ching's Secret Mix Veg Instant Soup,10,0,3,10,15,FALSE,15
523,Chocolates & Candies,Ching's Secret Asian Hot Instant Soup,15,0,3,15,15,FALSE,15
524,Chocolates & Candies,Ching's Secret Tomato Instant Soup,10,0,1,10,16,FALSE,15
525,Chocolates & Candies,Ching's Secret Manchow Instant Soup,10,0,1,10,15,FALSE,15
526,Chocolates & Candies,Chings Instant Soup - Hot & Sour,10,0,1,10,15,FALSE,15
527,Chocolates & Candies,Chings Instant Soup - Sweet Corn Veg,10,0,2,10,15,FALSE,15
528,Chocolates & Candies,Ching's Secret Lemon Coriander Instant Soup,15,0,5,15,15,FALSE,15
529,Ice Cream & Desserts,Ching's Secret Lemon Coriander Instant Soup,15,0,5,15,15,FALSE,15
530,Ice Cream & Desserts,Ching's Secret Asian Hot Instant Soup,15,0,3,15,15,FALSE,15
531,Ice Cream & Desserts,Ching's Secret Mix Veg Instant Soup,10,0,3,10,15,FALSE,15
532,Paan Corner,Godrej Nupur û 100% Pure Henna (Mehendi),10,0,6,10,18,FALSE,18
533,Personal Care,Godrej Nupur û 100% Pure Henna (Mehendi),10,0,6,10,18,FALSE,18
534,Personal Care,Godrej Expert Creme Hair Natural Brown Colour ,30,0,6,30,20,FALSE,20
535,Personal Care,Johnson's Baby Skincare Wipes,79,6,6,74,1160,FALSE,20
536,Chocolates & Candies,Ching's Chow Mein Hakka Noodles Masala,10,0,0,10,20,TRUE,20
537,Paan Corner,Godrej Expert Creme Hair Natural Brown Colour ,30,0,6,30,20,FALSE,20
538,Personal Care,Whisper Choice Regular Sanitary Pads,90,3,0,87,58,TRUE,20
539,Personal Care,Himalaya Diaper Rash Cream,80,10,2,72,20,FALSE,20
540,Personal Care,Whisper Daily Liners Clean and Fresh,105,0,4,105,1160,FALSE,20
541,Personal Care,Veet Full Body Waxing Kit,235,7,6,218,1160,FALSE,20
542,Personal Care,Stayfree Secure XL Size Sanitary Napkins,115,0,5,115,1160,FALSE,20
543,Personal Care,Godrej Easy Natural Black Hair Colour,25,0,5,25,20,FALSE,20
544,Personal Care,Whisper Choice Ultra XL Sanitary Pad,133,2,5,130,1160,FALSE,20
545,Personal Care,Veet Full Body Waxing Kit For Dry Skin,235,7,6,218,1160,FALSE,20
546,Personal Care,Whisper Choice Regular Sanitary Pads,90,0,6,90,1160,FALSE,20
547,Personal Care,Godrej Easy 5 Minute Natural Brown 4 Hair Colour,29,0,5,29,20,FALSE,20
548,Home & Cleaning,Origami Disposable Spoons,80,10,3,72,1160,FALSE,20
549,Home & Cleaning,Shubh kart - Nirmal sugandhi mogra wet dhoop zipper 20 sticks,30,6,6,28,1160,FALSE,20
550,Home & Cleaning,Apsara Non Dust Eraser,60,10,5,54,1160,FALSE,20
551,Health & Hygiene,Vicks Cough Drops Menthol,20,0,6,20,1160,FALSE,20
552,Health & Hygiene,Whisper Choice Ultra XL Sanitary Pad,133,2,5,130,1160,FALSE,20
553,Health & Hygiene,Veet Full Body Waxing Kit For Dry Skin,235,7,6,218,1160,FALSE,20
554,Health & Hygiene,Whisper Choice Regular Sanitary Pads,90,0,6,90,1160,FALSE,20
555,Health & Hygiene,Whisper Daily Liners Clean and Fresh,105,0,4,105,1160,FALSE,20
556,Health & Hygiene,Stayfree Secure XL Size Sanitary Napkins,115,0,5,115,1160,FALSE,20
557,Health & Hygiene,Whisper Choice Regular Sanitary Pads,90,3,0,87,58,TRUE,20
558,Paan Corner,Godrej Easy Natural Black Hair Colour,25,0,5,25,20,FALSE,20
559,Paan Corner,Whisper Choice Ultra XL Sanitary Pad,133,2,5,130,1160,FALSE,20
560,Paan Corner,Godrej Easy 5 Minute Natural Brown 4 Hair Colour,29,0,5,29,20,FALSE,20
561,Paan Corner,Johnson's Baby Skincare Wipes,79,6,6,74,1160,FALSE,20
562,Paan Corner,Veet Full Body Waxing Kit For Dry Skin,235,7,6,218,1160,FALSE,20
563,Paan Corner,Whisper Choice Regular Sanitary Pads,90,0,6,90,1160,FALSE,20
564,Paan Corner,Whisper Daily Liners Clean and Fresh,105,0,4,105,1160,FALSE,20
565,Paan Corner,Veet Full Body Waxing Kit,235,7,6,218,1160,FALSE,20
566,Paan Corner,Himalaya Diaper Rash Cream,80,10,2,72,20,FALSE,20
567,Paan Corner,Whisper Choice Regular Sanitary Pads,90,3,0,87,58,TRUE,20
568,Paan Corner,Stayfree Secure XL Size Sanitary Napkins,115,0,5,115,1160,FALSE,20
569,Ice Cream & Desserts,Ching's Secret Tomato Oats Instant Soup,15,0,3,15,20,FALSE,20
570,Ice Cream & Desserts,Ching's Chow Mein Hakka Noodles Masala,10,0,0,10,20,TRUE,20
571,Chocolates & Candies,Ching's Secret Tomato Oats Instant Soup,15,0,3,15,20,FALSE,20
572,Chocolates & Candies,Ching's Secret Schezwan Fried Rice Masala,15,0,6,15,20,FALSE,20
573,Chocolates & Candies,Switz Spring Roll Dough Sheets,90,4,6,86,1160,FALSE,20
574,Chocolates & Candies,Ching's Secret Manchow Noodles Instant Soup,15,0,6,15,20,FALSE,20
575,Ice Cream & Desserts,Ching's Secret Schezwan Fried Rice Masala,15,0,6,15,20,FALSE,20
576,Ice Cream & Desserts,Switz Spring Roll Dough Sheets,90,4,6,86,1160,FALSE,20
577,Ice Cream & Desserts,Ching's Secret Manchow Noodles Instant Soup,15,0,6,15,20,FALSE,20
578,Packaged Food,Ching's Chow Mein Hakka Noodles Masala,10,0,0,10,20,TRUE,20
579,Packaged Food,Ching's Secret Tomato Oats Instant Soup,15,0,3,15,20,FALSE,20
580,Packaged Food,Ching's Secret Manchow Noodles Instant Soup,15,0,6,15,20,FALSE,20
581,Packaged Food,Switz Spring Roll Dough Sheets,90,4,6,86,1160,FALSE,20
