srl_key,Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
1894,Packaged Food,Pantai Light Soy Sauce,275,14,5,234,200,FALSE,200
1895,Packaged Food,Go Cheese  Spread Plain,99,5,6,94,200,FALSE,200
1896,Packaged Food,Dabur Hommade Tamarind Paste,48,6,6,45,200,FALSE,200
1897,Packaged Food,Lijjat Udad Mini Papad,60,6,6,56,200,FALSE,200
1898,Packaged Food,Mothers Recipe Tamrind Date Chutney ,55,9,2,50,200,FALSE,200
1899,Packaged Food,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,49,8,6,45,200,FALSE,200
1900,Packaged Food,Mother's Recipe Tamarind Paste,50,2,6,49,200,FALSE,200
1901,Packaged Food,Go Cheese Spread - Garlic,99,5,6,94,200,FALSE,200
1902,Packaged Food,Baggry's Crunchy Muesli Almond Raisins & Honey,130,0,5,130,200,FALSE,200
1903,Beverages,Amul Malai Paneer Fresh ,76,3,0,73,200,TRUE,200
1904,Beverages,The Laughing Cow Plain Processed Cheese Block,150,0,6,150,200,FALSE,200
1905,Beverages,RRO Mascarpone Cheese,355,50,6,177,200,FALSE,200
1906,Beverages,D'lecta Cheddar Cheese,199,5,6,189,200,FALSE,200
1907,Beverages,The Laughing Cow Cheese Slices,155,0,2,155,200,FALSE,200
1908,Beverages,Go Cheese Spread - Four Pepper (Soft & Creamy),99,5,6,94,200,FALSE,200
1909,Beverages,Go Processed Cheese Block,125,4,6,119,200,FALSE,200
1910,Beverages,Amul Pizza Cheese - Mozzarella,100,1,0,99,200,TRUE,200
1911,Beverages,Go Cheese Pizza Blend Mozzarella + Cheddar,125,5,0,118,200,TRUE,200
1912,Beverages,Dlecta Cheese Block,145,0,6,145,200,FALSE,200
1913,Beverages,The Bake Shop Whole Wheat Ladi Pav,40,0,0,40,200,TRUE,200
1914,Beverages,Amul Cheese Spread Yummy Plain,85,0,0,85,200,TRUE,200
1915,Beverages,RRO Sour Cream,275,50,4,137,200,FALSE,200
1916,Beverages,Go Cheese  Spread Plain,99,5,6,94,200,FALSE,200
1917,Beverages,So Good Almond Milk - Natural Unsweetened,70,0,4,70,200,FALSE,200
1918,Beverages,Amul Cheese Sauce Jalapeno,75,0,5,75,200,FALSE,200
1919,Beverages,Go Cheese Slice - Plain,140,5,6,133,200,FALSE,200
1920,Beverages,Amul Pizza Cheese Processed,109,4,6,104,200,FALSE,200
1921,Beverages,Dlecta Natural Cheddar Slices,199,5,6,189,200,FALSE,200
1922,Beverages,Go Cheese Spread - Garlic,99,5,6,94,200,FALSE,200
1923,Beverages,Go Pizza Cheese,140,5,6,133,200,FALSE,200
1924,Beverages,RRO Cheddar Block Cheese,295,50,6,147,200,FALSE,200
1925,Beverages,RRO Fresh Ricotta,275,50,6,137,200,FALSE,200
1926,Beverages,Dlecta Cheese Cubes 2,145,5,6,137,200,FALSE,200
1927,Beverages,RRO Mozzarella Pizza Cheese,275,50,6,137,200,FALSE,200
1928,Beverages,The Laughing Cow Cheese Cubes,150,0,4,150,200,FALSE,200
1929,Beverages,RRO Burrata Cheese,250,50,4,125,200,FALSE,200
1930,Beverages,Go Cheese Processed Squares,125,5,6,118,200,FALSE,200
1931,Packaged Food,Lijjat Garlic Papad,60,5,5,57,200,FALSE,200
1932,Packaged Food,Ching's Red Chilli Sauce,55,0,6,55,200,FALSE,200
1933,Beverages,Prabhat Malai Paneer Pouch,80,0,0,80,200,TRUE,200
1934,Beverages,Britannia Burger Bun with Sesame Seed,30,0,0,30,200,TRUE,200
1935,Beverages,Amul Cheese Spread Spicy Garlic,85,3,0,82,200,TRUE,200
1936,Beverages,RRO Mozzarella Block Cheese,295,50,0,147,200,TRUE,200
1937,Packaged Food,Pantai Sriracha Yellow Chilli Sauce,225,15,6,191,200,FALSE,200
1938,Packaged Food,Mother's Recipe Tamarind Paste,50,2,2,49,200,FALSE,200
1939,Packaged Food,Pantai Spring Roll Sauce,275,10,6,245,200,FALSE,200
1940,Packaged Food,Pantai Fish Sauce,275,14,6,234,200,FALSE,200
1941,Packaged Food,Pantai Sriracha Green Chilli Sauce,225,15,6,191,200,FALSE,200
1942,Packaged Food,Pantai Chilli Garlic Sauce,275,14,6,234,200,FALSE,200
1943,Packaged Food,Pantai Dark Soy Sauce,275,14,6,234,200,FALSE,200
1944,Packaged Food,Pantai Pad Thai Sauce (Non-Veg),325,9,5,293,200,FALSE,200
1945,Packaged Food,Pantai Sweet Chilli Sauce,275,14,6,234,200,FALSE,200
1946,Packaged Food,Pantai Hot Chilli Sauce,275,14,6,234,200,FALSE,200
1947,Packaged Food,Lijjat Urad Papad,60,5,0,57,200,TRUE,200
1948,Packaged Food,Amul Cheese Spread Yummy Plain,85,0,0,85,200,TRUE,200
1949,Packaged Food,Mother's Recipe Ginger And Garlic Paste,50,24,0,38,200,TRUE,200
1950,Packaged Food,Safal Frozen Corn,41,4,0,39,200,TRUE,200
1951,Packaged Food,Amul Cheese Spread Spicy Garlic,85,3,0,82,200,TRUE,200
1952,Packaged Food,Pantai Sriracha Red Chilli Sauce,225,15,6,191,200,FALSE,200
1953,Packaged Food,Dabur Hommade - Kalonji Tamatar Ki Chutney,65,6,6,61,200,FALSE,200
1954,Packaged Food,Pantai Teriyaki Sauce with Garlic,325,15,6,276,200,FALSE,200
1955,Packaged Food,Lijjat Moong Papad,60,5,0,57,200,TRUE,200
1956,Ice Cream & Desserts,Lijjat Garlic Papad,60,5,5,57,200,FALSE,200
1957,Ice Cream & Desserts,Ching's Red Chilli Sauce,55,0,6,55,200,FALSE,200
1958,Ice Cream & Desserts,Lijjat Udad Mini Papad,60,6,6,56,200,FALSE,200
1959,Ice Cream & Desserts,Dabur Hommade Tamarind Paste,48,6,6,45,200,FALSE,200
1960,Ice Cream & Desserts,Go Cheese  Spread Plain,99,5,6,94,200,FALSE,200
1961,Ice Cream & Desserts,Mothers Recipe Tamrind Date Chutney ,55,9,2,50,200,FALSE,200
1962,Ice Cream & Desserts,Dabur Hommade - Rajasthan Ki Garlic Chutne,65,6,6,61,200,FALSE,200
1963,Ice Cream & Desserts,Pantai Oyster Sauce,275,14,4,234,200,FALSE,200
1964,Ice Cream & Desserts,Go Cheese Spread - Four Pepper (Soft & Creamy),99,5,6,94,200,FALSE,200
1965,Ice Cream & Desserts,Mother's Recipe Bhel Puri Chutney,55,9,4,50,200,FALSE,200
1966,Ice Cream & Desserts,Pantai Sriracha Red Chilli Sauce,225,15,6,191,200,FALSE,200
1967,Ice Cream & Desserts,Pantai Light Soy Sauce,275,14,5,234,200,FALSE,200
1968,Ice Cream & Desserts,Pantai Teriyaki Sauce with Garlic,325,15,6,276,200,FALSE,200
1969,Ice Cream & Desserts,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,49,8,6,45,200,FALSE,200
1970,Ice Cream & Desserts,Mother's Recipe Tamarind Paste,50,2,6,49,200,FALSE,200
1971,Ice Cream & Desserts,Go Cheese Spread - Garlic,99,5,6,94,200,FALSE,200
1972,Ice Cream & Desserts,Baggry's Crunchy Muesli Almond Raisins & Honey,130,0,5,130,200,FALSE,200
1973,Ice Cream & Desserts,Dabur Hommade - Kalonji Tamatar Ki Chutney,65,6,6,61,200,FALSE,200
1974,Ice Cream & Desserts,Pantai Sriracha Yellow Chilli Sauce,225,15,6,191,200,FALSE,200
1975,Ice Cream & Desserts,Mother's Recipe Tamarind Paste,50,2,2,49,200,FALSE,200
1976,Ice Cream & Desserts,Pantai Spring Roll Sauce,275,10,6,245,200,FALSE,200
1977,Ice Cream & Desserts,Pantai Fish Sauce,275,14,6,234,200,FALSE,200
1978,Ice Cream & Desserts,Pantai Pad Thai Sauce (Non-Veg),325,9,5,293,200,FALSE,200
1979,Ice Cream & Desserts,Pantai Sweet Chilli Sauce,275,14,6,234,200,FALSE,200
1980,Ice Cream & Desserts,Pantai Sriracha Green Chilli Sauce,225,15,6,191,200,FALSE,200
1981,Ice Cream & Desserts,Pantai Chilli Garlic Sauce,275,14,6,234,200,FALSE,200
1982,Ice Cream & Desserts,Pantai Dark Soy Sauce,275,14,6,234,200,FALSE,200
1983,Ice Cream & Desserts,Lijjat Urad Papad,60,5,0,57,200,TRUE,200
1984,Ice Cream & Desserts,Amul Cheese Spread Yummy Plain,85,0,0,85,200,TRUE,200
1985,Ice Cream & Desserts,Mother's Recipe Ginger And Garlic Paste,50,24,0,38,200,TRUE,200
1986,Ice Cream & Desserts,Pantai Hot Chilli Sauce,275,14,6,234,200,FALSE,200
1987,Ice Cream & Desserts,Lijjat Moong Papad,60,5,0,57,200,TRUE,200
1988,Ice Cream & Desserts,Safal Frozen Corn,41,4,0,39,200,TRUE,200
1989,Ice Cream & Desserts,Amul Cheese Spread Spicy Garlic,85,3,0,82,200,TRUE,200
1990,Chocolates & Candies,Dabur Hommade - Rajasthan Ki Garlic Chutne,65,6,6,61,200,FALSE,200
1991,Chocolates & Candies,Pantai Light Soy Sauce,275,14,5,234,200,FALSE,200
1992,Chocolates & Candies,Mother's Recipe Bhel Puri Chutney,55,9,4,50,200,FALSE,200
1993,Chocolates & Candies,Pantai Sriracha Red Chilli Sauce,225,15,6,191,200,FALSE,200
1994,Chocolates & Candies,Pantai Oyster Sauce,275,14,4,234,200,FALSE,200
1995,Chocolates & Candies,Go Cheese Spread - Four Pepper (Soft & Creamy),99,5,6,94,200,FALSE,200
1996,Chocolates & Candies,Dabur Hommade - Kalonji Tamatar Ki Chutney,65,6,6,61,200,FALSE,200
1997,Chocolates & Candies,Pantai Spring Roll Sauce,275,10,6,245,200,FALSE,200
1998,Chocolates & Candies,Pantai Fish Sauce,275,14,6,234,200,FALSE,200
1999,Chocolates & Candies,Pantai Sriracha Yellow Chilli Sauce,225,15,6,191,200,FALSE,200
2000,Chocolates & Candies,Mother's Recipe Tamarind Paste,50,2,2,49,200,FALSE,200
2001,Chocolates & Candies,Pantai Teriyaki Sauce with Garlic,325,15,6,276,200,FALSE,200
2002,Chocolates & Candies,Baggry's Crunchy Muesli Almond Raisins & Honey,130,0,5,130,200,FALSE,200
2003,Chocolates & Candies,Dabur Hommade Tamarind Paste,48,6,6,45,200,FALSE,200
2004,Chocolates & Candies,Mothers Recipe Tamrind Date Chutney ,55,9,2,50,200,FALSE,200
2005,Chocolates & Candies,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,49,8,6,45,200,FALSE,200
2006,Chocolates & Candies,Mother's Recipe Tamarind Paste,50,2,6,49,200,FALSE,200
2007,Chocolates & Candies,Go Cheese Spread - Garlic,99,5,6,94,200,FALSE,200
2008,Chocolates & Candies,Lijjat Garlic Papad,60,5,5,57,200,FALSE,200
2009,Chocolates & Candies,Ching's Red Chilli Sauce,55,0,6,55,200,FALSE,200
2010,Chocolates & Candies,Go Cheese  Spread Plain,99,5,6,94,200,FALSE,200
2011,Chocolates & Candies,Lijjat Udad Mini Papad,60,6,6,56,200,FALSE,200
2012,Beverages,The Bake Shop Foot Long,40,0,1,40,200,FALSE,200
2013,Beverages,Amul Cheese Sauce Mexican Salsa,75,4,1,72,200,FALSE,200
2014,Beverages,Amul Mithai Mate Condensed Sweetened Milk,56,3,4,54,200,FALSE,200
2015,Beverages,Amul Cheese - Pepper,85,3,6,82,200,FALSE,200
2016,Beverages,D'lecta Dairy Cream,54,5,6,51,200,FALSE,200
2017,Beverages,Bio Nutrients Pure Diet Tofu Gold ,60,5,5,57,200,FALSE,200
2018,Beverages,Amul Frozen Malai Paneer,75,2,6,73,200,FALSE,200
2019,Beverages,iD Natural Paneer,105,5,6,99,200,FALSE,200
2020,Beverages,Nestle A+ Nourish Dahi,35,2,6,34,200,FALSE,200
2021,Beverages,Gowardhan Classic Block Fresh Paneer,89,8,6,81,200,FALSE,200
2022,Beverages,Amul Processed Cheese Cubes,106,4,6,101,200,FALSE,200
2023,Beverages,Amul Cheese - Processed Slices,122,1,6,120,200,FALSE,200
2024,Beverages,Amul Processed Cheese Block,106,0,6,106,200,FALSE,200
2025,Munchies,Weikfield Falooda Mix - Mango,49,2,0,48,200,TRUE,200
2026,Munchies,Tata Tea Gold,35,0,0,35,100,TRUE,200
2027,Munchies,Everest Coriander Powder,70,10,0,63,200,TRUE,200
2028,Munchies,Everest Turmeric Powder,67,10,0,60,200,TRUE,200
2029,Munchies,Delight Nuts Berries Mix ,399,20,6,319,200,FALSE,200
2030,Munchies,Figaro Pure Olive Oil,325,8,1,299,200,FALSE,200
2031,Munchies,Dabur Ginger Garlic Paste,50,6,0,47,200,TRUE,200
2032,Munchies,Tata Sampann Unpolished Toor Dal/Arhar Dal,179,1,0,177,1000,TRUE,200
2033,Munchies,Delight Nuts Almond Natural ,349,20,6,279,200,FALSE,200
2034,Munchies,MTR Masala - Sambar Powder,115,0,4,115,200,FALSE,200
2035,Munchies,Ceres Foods Nalli Nihari Instant Liquid Masala,220,50,6,110,200,FALSE,200
2036,Munchies,Mother's Recipe Tamarind Paste,50,2,2,49,200,FALSE,200
2037,Munchies,Eastern Tamarind,63,0,6,63,200,FALSE,200
2038,Munchies,MTR Idli/Dosa/Chilly Chutney Powder,115,0,3,115,200,FALSE,200
2039,Munchies,Delight Nuts Trail Mix ,399,25,6,299,200,FALSE,200
2040,Munchies,Delight Nuts Dried Cranberries ,340,20,6,272,200,FALSE,200
2041,Munchies,Everest Chicken Masala,147,10,6,132,200,FALSE,200
2042,Munchies,Gits Medu Vada Instant Snack Mix,90,4,6,86,200,FALSE,200
2043,Munchies,Happilo Premium 100% Natural Whole Cashews,335,29,6,235,200,FALSE,200
2044,Munchies,Dabur Hommade - Ginger Paste,50,6,6,47,200,FALSE,200
2045,Munchies,Gits Rice Dosa Instant Breakfast Mix,60,5,5,57,200,FALSE,200
2046,Munchies,Everest Shahi Biryani Masala,245,0,6,245,200,FALSE,200
2047,Munchies,Aashirvaad Instant Mix - Rice Dosa,75,30,6,52,200,FALSE,200
2048,Munchies,Everest Kitchen King Masala,142,9,6,128,200,FALSE,200
2049,Munchies,Eastern Super Garam Masala,74,6,2,69,200,FALSE,200
2050,Munchies,Delight Nuts Cashew Roasted & Salted,425,20,6,340,200,FALSE,200
2051,Munchies,Dabur Hommade - Garlic Paste,50,6,6,47,200,FALSE,200
2052,Munchies,Praakritik Organic Natural Wild Forest Honey,160,6,4,150,200,FALSE,200
2053,Munchies,Aashirvaad Breakfast Instant Mix - Rice Idli,75,30,6,52,200,FALSE,200
2054,Munchies,Delight Nuts Cranberries Sliced ,299,20,6,239,200,FALSE,200
2055,Munchies,Ceres Foods Laal Maas Instant Liquid Masala,220,50,5,110,200,FALSE,200
2056,Munchies,Delight Nuts Pista Roasted & Salted,425,20,6,340,200,FALSE,200
2057,Munchies,Hershey's Syrup Delicious Strawberry,95,0,1,95,200,FALSE,200
2058,Munchies,Satyam Puffed Rice Kurmura (A),43,0,6,43,200,FALSE,200
2059,Munchies,Popular Essentials Dhania (Coriander Seeds),55,16,4,46,200,FALSE,200
2060,Munchies,24 Mantra Organic Puffed Rice,40,2,6,39,200,FALSE,200
2061,Munchies,Happilo Premium Afghani Anjeer,365,29,2,256,200,FALSE,200
2062,Munchies,Ceres Foods Fish Mustard Instant Liquid Masala,220,50,6,110,200,FALSE,200
2063,Munchies,Everest Garam Masala,158,10,6,142,200,FALSE,200
2064,Munchies,Cadbury Hot Chocolate,175,5,6,166,200,FALSE,200
2065,Munchies,Dabur Hommade Tamarind Paste,48,6,6,45,200,FALSE,200
2066,Munchies,Popular Essentials Cooking Soda,30,10,6,27,200,FALSE,200
2067,Munchies,Mothers Recipe Papad Chana Masala,79,10,6,71,200,FALSE,200
2068,Munchies,Hershey's Chocolate Syrup,95,0,4,95,200,FALSE,200
2069,Munchies,Weikfield Falooda Mix - Kesar Pista,49,2,3,48,200,FALSE,200
2070,Munchies,Mother's Recipe Tamarind Paste,50,2,6,49,200,FALSE,200
2071,Munchies,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,49,8,6,45,200,FALSE,200
2072,Munchies,Happilo Premium International Queen Kalmi Dates,245,29,6,172,200,FALSE,200
2073,Munchies,Amul Mithai Mate Condensed Sweetened Milk,56,3,4,54,200,FALSE,200
2074,Munchies,Gits Gulab Jamun Instant Dessert Mix,99,10,6,89,200,FALSE,200
2075,Munchies,Tata Sampann Moong Dal Split,180,1,5,178,1000,FALSE,200
2076,Munchies,Saffola Soya Chunks Mealmaker,50,0,2,50,200,FALSE,200
2077,Munchies,Popular Essentials Dessicated Coconut,95,9,6,86,200,FALSE,200
2078,Munchies,Satyam Khobra,113,10,5,101,200,FALSE,200
2079,Munchies,D'lecta Dairy Cream,54,5,6,51,200,FALSE,200
2080,Munchies,Satyam Puffed Rice Kurmura (R),23,0,6,23,200,FALSE,200
2081,Cooking Essentials,Weikfield Falooda Mix - Mango,49,2,0,48,200,TRUE,200
2082,Cooking Essentials,Tata Tea Gold,35,0,0,35,100,TRUE,200
2083,Cooking Essentials,Everest Coriander Powder,70,10,0,63,200,TRUE,200
2084,Cooking Essentials,Everest Turmeric Powder,67,10,0,60,200,TRUE,200
2085,Cooking Essentials,MTR Masala - Sambar Powder,115,0,4,115,200,FALSE,200
2086,Cooking Essentials,Ceres Foods Nalli Nihari Instant Liquid Masala,220,50,6,110,200,FALSE,200
2087,Cooking Essentials,Delight Nuts Almond Natural ,349,20,6,279,200,FALSE,200
2088,Cooking Essentials,Eastern Tamarind,63,0,6,63,200,FALSE,200
2089,Cooking Essentials,MTR Idli/Dosa/Chilly Chutney Powder,115,0,3,115,200,FALSE,200
2090,Cooking Essentials,Delight Nuts Trail Mix ,399,25,6,299,200,FALSE,200
2091,Cooking Essentials,Mother's Recipe Tamarind Paste,50,2,2,49,200,FALSE,200
2092,Cooking Essentials,Delight Nuts Dried Cranberries ,340,20,6,272,200,FALSE,200
2093,Cooking Essentials,Delight Nuts Berries Mix ,399,20,6,319,200,FALSE,200
2094,Cooking Essentials,Figaro Pure Olive Oil,325,8,1,299,200,FALSE,200
2095,Cooking Essentials,Dabur Ginger Garlic Paste,50,6,0,47,200,TRUE,200
2096,Cooking Essentials,Tata Sampann Unpolished Toor Dal/Arhar Dal,179,1,0,177,1000,TRUE,200
2097,Cooking Essentials,Happilo Premium 100% Natural Whole Cashews,335,29,6,235,200,FALSE,200
2098,Cooking Essentials,Everest Chicken Masala,147,10,6,132,200,FALSE,200
2099,Cooking Essentials,Gits Medu Vada Instant Snack Mix,90,4,6,86,200,FALSE,200
2100,Cooking Essentials,Gits Rice Dosa Instant Breakfast Mix,60,5,5,57,200,FALSE,200
2101,Cooking Essentials,Everest Shahi Biryani Masala,245,0,6,245,200,FALSE,200
2102,Cooking Essentials,Aashirvaad Instant Mix - Rice Dosa,75,30,6,52,200,FALSE,200
2103,Cooking Essentials,Dabur Hommade - Ginger Paste,50,6,6,47,200,FALSE,200
2104,Cooking Essentials,Eastern Super Garam Masala,74,6,2,69,200,FALSE,200
2105,Cooking Essentials,Delight Nuts Cashew Roasted & Salted,425,20,6,340,200,FALSE,200
2106,Cooking Essentials,Everest Kitchen King Masala,142,9,6,128,200,FALSE,200
2107,Cooking Essentials,Praakritik Organic Natural Wild Forest Honey,160,6,4,150,200,FALSE,200
2108,Cooking Essentials,Dabur Hommade - Garlic Paste,50,6,6,47,200,FALSE,200
2109,Cooking Essentials,Aashirvaad Breakfast Instant Mix - Rice Idli,75,30,6,52,200,FALSE,200
2110,Cooking Essentials,Ceres Foods Laal Maas Instant Liquid Masala,220,50,5,110,200,FALSE,200
2111,Cooking Essentials,Delight Nuts Cranberries Sliced ,299,20,6,239,200,FALSE,200
2112,Cooking Essentials,Delight Nuts Pista Roasted & Salted,425,20,6,340,200,FALSE,200
2113,Cooking Essentials,Weikfield Falooda Mix - Kesar Pista,49,2,3,48,200,FALSE,200
2114,Cooking Essentials,Hershey's Chocolate Syrup,95,0,4,95,200,FALSE,200
2115,Cooking Essentials,Mother's Recipe Tamarind Paste,50,2,6,49,200,FALSE,200
2116,Cooking Essentials,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,49,8,6,45,200,FALSE,200
2117,Cooking Essentials,Satyam Puffed Rice Kurmura (A),43,0,6,43,200,FALSE,200
2118,Cooking Essentials,24 Mantra Organic Puffed Rice,40,2,6,39,200,FALSE,200
2119,Cooking Essentials,Popular Essentials Dhania (Coriander Seeds),55,16,4,46,200,FALSE,200
2120,Cooking Essentials,Happilo Premium Afghani Anjeer,365,29,2,256,200,FALSE,200
2121,Cooking Essentials,Ceres Foods Fish Mustard Instant Liquid Masala,220,50,6,110,200,FALSE,200
2122,Cooking Essentials,Everest Garam Masala,158,10,6,142,200,FALSE,200
2123,Cooking Essentials,Mothers Recipe Papad Chana Masala,79,10,6,71,200,FALSE,200
2124,Cooking Essentials,Dabur Hommade Tamarind Paste,48,6,6,45,200,FALSE,200
2125,Cooking Essentials,Popular Essentials Cooking Soda,30,10,6,27,200,FALSE,200
2126,Cooking Essentials,Cadbury Hot Chocolate,175,5,6,166,200,FALSE,200
2127,Cooking Essentials,Happilo Premium International Queen Kalmi Dates,245,29,6,172,200,FALSE,200
2128,Cooking Essentials,Gits Gulab Jamun Instant Dessert Mix,99,10,6,89,200,FALSE,200
2129,Cooking Essentials,Hershey's Syrup Delicious Strawberry,95,0,1,95,200,FALSE,200
2130,Cooking Essentials,Saffola Soya Chunks Mealmaker,50,0,2,50,200,FALSE,200
2131,Cooking Essentials,Tata Sampann Moong Dal Split,180,1,5,178,1000,FALSE,200
2132,Cooking Essentials,Popular Essentials Dessicated Coconut,95,9,6,86,200,FALSE,200
2133,Cooking Essentials,Satyam Khobra,113,10,5,101,200,FALSE,200
2134,Fruits & Vegetables,Tomato Cherry ,35,17,3,29,200,FALSE,200
2135,Fruits & Vegetables,Pineapple Slice,89,15,3,75,200,FALSE,200
2136,Fruits & Vegetables,Papaya Cut,46,15,3,39,200,FALSE,200
2137,Fruits & Vegetables,Mixed Sprouts,35,17,3,29,200,FALSE,200
2138,Fruits & Vegetables,Lemon,75,16,3,63,200,FALSE,200
2139,Fruits & Vegetables,Ginger,14,14,3,12,200,FALSE,200
2140,Cooking Essentials,Amul Mithai Mate Condensed Sweetened Milk,56,3,4,54,200,FALSE,200
2141,Cooking Essentials,Satyam Puffed Rice Kurmura (R),23,0,6,23,200,FALSE,200
2142,Cooking Essentials,D'lecta Dairy Cream,54,5,6,51,200,FALSE,200
2143,Fruits & Vegetables,Pumpkin Cut,30,16,3,25,200,FALSE,200
2144,Fruits & Vegetables,Garlic,17,23,3,13,200,FALSE,200
2145,Fruits & Vegetables,Carrot,13,15,0,11,250,TRUE,200
2146,Fruits & Vegetables,Moong Sprouts,35,17,0,29,200,TRUE,200
2147,Fruits & Vegetables,Safal Frozen Corn,41,4,0,39,200,TRUE,200
2148,Chocolates & Candies,ITC Master Chef Chicken Galouti Kebab,170,4,2,162,210,FALSE,210
2149,Ice Cream & Desserts,ITC Master Chef Chicken Galouti Kebab,170,4,2,162,210,FALSE,210
2150,Packaged Food,ITC Master Chef Chicken Galouti Kebab,170,4,2,162,210,FALSE,210
2151,Paan Corner,Johnson's Baby Top To Toe Bath Body Wash,165,0,4,165,210,FALSE,210
2152,Personal Care,Johnson's Baby Top To Toe Bath Body Wash,165,0,4,165,210,FALSE,210
2153,Home & Cleaning,Om Bhakti Gangajal Packed At Gangotri,30,3,6,29,220,FALSE,220
2154,Health & Hygiene,Dettol Antiseptic Liquid + Disinfectant Spray - Original,159,10,6,143,225,FALSE,225
2155,Cooking Essentials,Dabur Honey Squeezy,185,9,6,167,225,FALSE,225
2156,Cooking Essentials,Hershey's Cocoa - Natural Unsweetened,270,10,4,243,225,FALSE,225
2157,Cooking Essentials,Pillsbury Oven Cake Mix - Vanilla,175,10,6,156,225,FALSE,225
2158,Munchies,Dabur Honey Squeezy,185,9,6,167,225,FALSE,225
2159,Munchies,Hershey's Cocoa - Natural Unsweetened,270,10,4,243,225,FALSE,225
2160,Munchies,Pillsbury Oven Cake Mix - Vanilla,175,10,6,156,225,FALSE,225
2161,Packaged Food,ITC Master Chef Lebanese Falafel Kebab,130,4,4,124,230,FALSE,230
2162,Ice Cream & Desserts,ITC Master Chef Lebanese Falafel Kebab,130,4,4,124,230,FALSE,230
2163,Chocolates & Candies,ITC Master Chef Lebanese Falafel Kebab,130,4,4,124,230,FALSE,230
2164,Health & Hygiene,Savlon Clothes Disinfectant & Refreshing Spray Fresh Breeze,175,10,6,157,230,FALSE,230
2165,Home & Cleaning,Odonil Room Air Freshener Spray Lavender Mist,149,5,4,141,240,FALSE,240
2166,Home & Cleaning,Godrej Aer Morning Misty Meadows Home Air Freshener,150,0,4,149,240,FALSE,240
2167,Home & Cleaning,Godrej Aer Spray Fresh Lush Green,150,16,2,126,240,FALSE,240
2168,Paan Corner,Head & Shoulders Anti Dandruff Anti Hairfall Shampoo,285,0,5,285,340,FALSE,240
2169,Personal Care,Head & Shoulders Anti Dandruff Anti Hairfall Shampoo,285,0,5,285,340,FALSE,240
2170,Chocolates & Candies,Sunfeast Yippee! Magic Masala Noodles,48,6,0,45,240,TRUE,240
2171,Chocolates & Candies,Ching's Schezwan Masala Instant Noodles,60,0,1,60,240,FALSE,240
2172,Chocolates & Candies,McCain New Mini Samosa with Cheese Corn Style Filling,120,1,2,118,240,FALSE,240
2173,Chocolates & Candies,McCain New Mini Samosa with Cheese Pizza Style Filling,120,1,3,118,240,FALSE,240
2174,Chocolates & Candies,Chings Secret Manchurian Instant Noodle,60,0,6,60,240,FALSE,240
2175,Chocolates & Candies,Ching's Singapore Curry Instant Noodles,60,0,4,60,240,FALSE,240
2176,Ice Cream & Desserts,Chings Secret Manchurian Instant Noodle,60,0,6,60,240,FALSE,240
2177,Ice Cream & Desserts,Ching's Singapore Curry Instant Noodles,60,0,4,60,240,FALSE,240
2178,Ice Cream & Desserts,Sunfeast Yippee! Magic Masala Noodles,48,6,0,45,240,TRUE,240
2179,Ice Cream & Desserts,Ching's Schezwan Masala Instant Noodles,60,0,1,60,240,FALSE,240
2180,Ice Cream & Desserts,McCain New Mini Samosa with Cheese Corn Style Filling,120,1,2,118,240,FALSE,240
2181,Ice Cream & Desserts,McCain New Mini Samosa with Cheese Pizza Style Filling,120,1,3,118,240,FALSE,240
2182,Packaged Food,Sunfeast Yippee! Magic Masala Noodles,48,6,0,45,240,TRUE,240
2183,Packaged Food,Chings Secret Manchurian Instant Noodle,60,0,6,60,240,FALSE,240
2184,Packaged Food,Ching's Singapore Curry Instant Noodles,60,0,4,60,240,FALSE,240
2185,Packaged Food,McCain New Mini Samosa with Cheese Corn Style Filling,120,1,2,118,240,FALSE,240
2186,Packaged Food,Ching's Schezwan Masala Instant Noodles,60,0,1,60,240,FALSE,240
2187,Packaged Food,McCain New Mini Samosa with Cheese Pizza Style Filling,120,1,3,118,240,FALSE,240
2188,Munchies,Maggi Magic Cubes Extra Chicken,199,0,2,199,240,FALSE,240
2189,Munchies,Maggi Magic Cubes Extra Chicken,199,10,6,179,240,FALSE,240
2190,Munchies,Sunfeast Yippee! Magic Masala Noodles,48,6,0,45,240,TRUE,240
2191,Munchies,McCain New Mini Samosa with Cheese Pizza Style Filling,120,1,3,118,240,FALSE,240
2192,Cooking Essentials,Sunfeast Yippee! Magic Masala Noodles,48,6,0,45,240,TRUE,240
2193,Munchies,Ching's Singapore Curry Instant Noodles,60,0,4,60,240,FALSE,240
2194,Munchies,Ching's Schezwan Masala Instant Noodles,60,0,1,60,240,FALSE,240
2195,Munchies,McCain New Mini Samosa with Cheese Corn Style Filling,120,1,2,118,240,FALSE,240
2196,Cooking Essentials,Maggi Magic Cubes Extra Chicken,199,0,2,199,240,FALSE,240
